Time,Channel A,Channel B
(s),(mV),(mV)

0.00000000,147.00160000,367.00030000
0.00016384,153.96590000,362.62090000
0.00032768,162.67590000,362.62090000
0.00049152,153.96590000,362.62090000
0.00065536,147.00160000,367.00030000
0.00081920,138.29770000,358.24150000
0.00098304,145.26200000,358.24150000
0.00114688,153.96590000,367.00030000
0.00131072,155.71150000,358.24150000
0.00147456,160.93020000,367.00030000
0.00163840,136.55810000,362.62090000
0.00180224,136.55810000,362.62090000
0.00196608,134.81860000,362.62090000
0.00212992,150.48680000,362.62090000
0.00229376,157.45110000,362.62090000
0.00245760,160.93020000,358.24150000
0.00262144,136.55810000,353.86210000
0.00278528,145.26200000,358.24150000
0.00294912,148.74720000,362.62090000
0.00311296,155.71150000,353.86210000
0.00327680,145.26200000,362.62090000
0.00344064,141.78290000,362.62090000
0.00360448,152.22630000,349.48270000
0.00376832,153.96590000,358.24150000
0.00393216,150.48680000,358.24150000
0.00409600,147.00160000,345.10330000
0.00425984,160.93020000,353.86210000
0.00442368,162.67590000,345.10330000
0.00458752,148.74720000,353.86210000
0.00475136,138.29770000,345.10330000
0.00491520,160.93020000,349.48270000
0.00507904,145.26200000,340.72390000
0.00524288,140.03720000,349.48270000
0.00540672,143.52240000,340.72390000
0.00557056,152.22630000,336.35970000
0.00573440,148.74720000,345.10330000
0.00589824,145.26200000,340.72390000
0.00606208,157.45110000,345.10330000
0.00622592,143.52240000,336.35970000
0.00638976,147.00160000,345.10330000
0.00655360,162.67590000,331.98030000
0.00671744,145.26200000,336.35970000
0.00688128,152.22630000,331.98030000
0.00704512,160.93020000,340.72390000
0.00720896,143.52240000,331.98030000
0.00737280,159.19060000,331.98030000
0.00753664,150.48680000,327.60090000
0.00770048,141.78290000,327.60090000
0.00786432,153.96590000,336.35970000
0.00802816,138.29770000,331.98030000
0.00819200,148.74720000,340.72390000
0.00835584,147.00160000,327.60090000
0.00851968,134.81860000,323.22150000
0.00868352,153.96590000,327.60090000
0.00884736,145.26200000,331.98030000
0.00901120,141.78290000,327.60090000
0.00917504,147.00160000,327.60090000
0.00933888,140.03720000,331.98030000
0.00950272,159.19060000,327.60090000
0.00966656,141.78290000,318.84210000
0.00983040,155.71150000,318.84210000
0.00999424,152.22630000,323.22150000
0.01015808,133.07900000,323.22150000
0.01032192,155.71150000,323.22150000
0.01048576,133.07900000,310.08330000
0.01064960,153.96590000,314.46270000
0.01081344,147.00160000,310.08330000
0.01097728,147.00160000,305.70390000
0.01114112,145.26200000,318.84210000
0.01130496,153.96590000,310.08330000
0.01146880,157.45110000,314.46270000
0.01163264,145.26200000,305.70390000
0.01179648,152.22630000,301.32450000
0.01196032,133.07900000,314.46270000
0.01212416,153.96590000,305.70390000
0.01228800,147.00160000,310.08330000
0.01245184,155.71150000,296.94510000
0.01261568,136.55810000,305.70390000
0.01277952,164.41540000,305.70390000
0.01294336,141.78290000,301.32450000
0.01310720,152.22630000,296.94510000
0.01327104,140.03720000,301.32450000
0.01343488,145.26200000,288.18630000
0.01359872,134.81860000,292.56570000
0.01376256,145.26200000,292.56570000
0.01392640,138.29770000,288.18630000
0.01409024,159.19060000,292.56570000
0.01425408,145.26200000,292.56570000
0.01441792,150.48680000,292.56570000
0.01458176,159.19060000,292.56570000
0.01474560,147.00160000,283.82210000
0.01490944,152.22630000,292.56570000
0.01507328,143.52240000,283.82210000
0.01523712,145.26200000,288.18630000
0.01540096,148.74720000,275.06330000
0.01556480,152.22630000,279.44270000
0.01572864,150.48680000,275.06330000
0.01589248,141.78290000,270.68390000
0.01605632,141.78290000,275.06330000
0.01622016,140.03720000,275.06330000
0.01638400,141.78290000,270.68390000
0.01654784,150.48680000,270.68390000
0.01671168,145.26200000,270.68390000
