Time,Channel A,Channel B
(s),(mV),(mV)

0.00000000,155.00350000,-359.76740000
0.00016384,155.00350000,-368.52620000
0.00032768,150.65460000,-368.52620000
0.00049152,150.65460000,-364.14690000
0.00065536,159.35240000,-368.52620000
0.00081920,181.09680000,-364.14690000
0.00098304,155.00350000,-364.14690000
0.00114688,155.00350000,-364.14690000
0.00131072,155.00350000,-359.76740000
0.00147456,155.00350000,-364.14690000
0.00163840,155.00350000,-355.38800000
0.00180224,181.09680000,-364.14690000
0.00196608,159.35240000,-364.14690000
0.00212992,155.00350000,-364.14690000
0.00229376,146.30570000,-351.00860000
0.00245760,163.70130000,-359.76740000
0.00262144,181.09680000,-355.38800000
0.00278528,155.00350000,-355.38800000
0.00294912,155.00350000,-355.38800000
0.00311296,150.65460000,-359.76740000
0.00327680,150.65460000,-359.76740000
0.00344064,168.05020000,-355.38800000
0.00360448,137.62320000,-346.62920000
0.00376832,137.62320000,-359.76740000
0.00393216,150.65460000,-355.38800000
0.00409600,155.00350000,-351.00860000
0.00425984,155.00350000,-355.38800000
0.00442368,155.00350000,-351.00860000
0.00458752,150.65460000,-355.38800000
0.00475136,150.65460000,-346.62920000
0.00491520,155.00350000,-346.62920000
0.00507904,155.00350000,-355.38800000
0.00524288,150.65460000,-342.24980000
0.00540672,155.00350000,-346.62920000
0.00557056,155.00350000,-351.00860000
0.00573440,150.65460000,-346.62920000
0.00589824,155.00350000,-351.00860000
0.00606208,155.00350000,-346.62920000
0.00622592,150.65460000,-346.62920000
0.00638976,150.65460000,-342.24980000
0.00655360,155.00350000,-342.24980000
0.00671744,155.00350000,-333.49100000
0.00688128,150.65460000,-346.62920000
0.00704512,155.00350000,-337.87040000
0.00720896,150.65460000,-333.49100000
0.00737280,150.65460000,-346.62920000
0.00753664,137.62320000,-337.87040000
0.00770048,168.05020000,-329.12680000
0.00786432,163.70130000,-333.49100000
0.00802816,141.95680000,-333.49100000
0.00819200,155.00350000,-333.49100000
0.00835584,150.65460000,-329.12680000
0.00851968,150.65460000,-329.12680000
0.00868352,150.65460000,-329.12680000
0.00884736,150.65460000,-337.87040000
0.00901120,168.05020000,-329.12680000
0.00917504,155.00350000,-320.36800000
0.00933888,155.00350000,-329.12680000
0.00950272,155.00350000,-324.74750000
0.00966656,150.65460000,-324.74750000
0.00983040,155.00350000,-324.74750000
0.00999424,155.00350000,-320.36800000
0.01015808,146.30570000,-320.36800000
0.01032192,155.00350000,-315.98860000
0.01048576,150.65460000,-320.36800000
0.01064960,150.65460000,-311.60920000
0.01081344,155.00350000,-320.36800000
0.01097728,159.35240000,-324.74750000
0.01114112,155.00350000,-311.60920000
0.01130496,155.00350000,-311.60920000
0.01146880,159.35240000,-315.98860000
0.01163264,155.00350000,-320.36800000
0.01179648,155.00350000,-320.36800000
0.01196032,150.65460000,-315.98860000
0.01212416,150.65460000,-307.22980000
0.01228800,150.65460000,-298.47100000
0.01245184,155.00350000,-298.47100000
0.01261568,150.65460000,-307.22980000
0.01277952,155.00350000,-298.47100000
0.01294336,155.00350000,-289.71220000
0.01310720,155.00350000,-298.47100000
0.01327104,168.05020000,-302.85040000
0.01343488,137.62320000,-307.22980000
0.01359872,172.39900000,-298.47100000
0.01376256,146.30570000,-307.22980000
0.01392640,150.65460000,-294.09160000
0.01409024,150.65460000,-289.71220000
0.01425408,150.65460000,-289.71220000
0.01441792,146.30570000,-294.09160000
0.01458176,159.35240000,-289.71220000
0.01474560,155.00350000,-289.71220000
0.01490944,155.00350000,-285.33280000
0.01507328,168.05020000,-289.71220000
0.01523712,155.00350000,-280.95340000
0.01540096,159.35240000,-280.95340000
0.01556480,163.70130000,-276.58920000
0.01572864,146.30570000,-289.71220000
