Time,Channel A,Channel B
(s),(mV),(mV)

0.00000000,168.05020000,301.32450000
0.00016384,163.70130000,296.94510000
0.00032768,150.65460000,305.70390000
0.00049152,150.65460000,305.70390000
0.00065536,155.00350000,296.94510000
0.00081920,168.05020000,305.70390000
0.00098304,146.30570000,305.70390000
0.00114688,133.27430000,296.94510000
0.00131072,159.35240000,305.70390000
0.00147456,155.00350000,301.32450000
0.00163840,146.30570000,305.70390000
0.00180224,137.62320000,318.84210000
0.00196608,159.35240000,310.08330000
0.00212992,137.62320000,314.46270000
0.00229376,124.57650000,310.08330000
0.00245760,155.00350000,310.08330000
0.00262144,150.65460000,314.46270000
0.00278528,150.65460000,318.84210000
0.00294912,168.05020000,323.22150000
0.00311296,133.27430000,323.22150000
0.00327680,124.57650000,318.84210000
0.00344064,172.39900000,327.60090000
0.00360448,155.00350000,323.22150000
0.00376832,133.27430000,323.22150000
0.00393216,163.70130000,323.22150000
0.00409600,150.65460000,327.60090000
0.00425984,150.65460000,331.98030000
0.00442368,172.39900000,323.22150000
0.00458752,141.95680000,327.60090000
0.00475136,150.65460000,323.22150000
0.00491520,172.39900000,331.98030000
0.00507904,133.27430000,327.60090000
0.00524288,163.70130000,327.60090000
0.00540672,133.27430000,331.98030000
0.00557056,163.70130000,336.35970000
0.00573440,163.70130000,327.60090000
0.00589824,120.22770000,340.72390000
0.00606208,168.05020000,340.72390000
0.00622592,155.00350000,340.72390000
0.00638976,159.35240000,331.98030000
0.00655360,155.00350000,345.10330000
0.00671744,146.30570000,336.35970000
0.00688128,159.35240000,331.98030000
0.00704512,128.92540000,353.86210000
0.00720896,172.39900000,340.72390000
0.00737280,128.92540000,340.72390000
0.00753664,168.05020000,345.10330000
0.00770048,137.62320000,345.10330000
0.00786432,141.95680000,340.72390000
0.00802816,155.00350000,345.10330000
0.00819200,137.62320000,345.10330000
0.00835584,141.95680000,349.48270000
0.00851968,137.62320000,349.48270000
0.00868352,150.65460000,345.10330000
0.00884736,146.30570000,358.24150000
0.00901120,172.39900000,345.10330000
0.00917504,137.62320000,345.10330000
0.00933888,172.39900000,362.62090000
0.00950272,155.00350000,358.24150000
0.00966656,176.74790000,353.86210000
0.00983040,146.30570000,349.48270000
0.00999424,150.65460000,358.24150000
0.01015808,133.27430000,358.24150000
0.01032192,146.30570000,358.24150000
0.01048576,141.95680000,362.62090000
0.01064960,137.62320000,358.24150000
0.01081344,163.70130000,353.86210000
0.01097728,128.92540000,367.00030000
0.01114112,163.70130000,358.24150000
0.01130496,120.22770000,362.62090000
0.01146880,155.00350000,362.62090000
0.01163264,150.65460000,362.62090000
0.01179648,137.62320000,371.37970000
0.01196032,172.39900000,367.00030000
0.01212416,133.27430000,358.24150000
0.01228800,172.39900000,362.62090000
0.01245184,146.30570000,375.75910000
0.01261568,133.27430000,367.00030000
0.01277952,172.39900000,367.00030000
0.01294336,124.57650000,367.00030000
0.01310720,146.30570000,362.62090000
0.01327104,172.39900000,375.75910000
0.01343488,120.22770000,358.24150000
0.01359872,168.05020000,367.00030000
0.01376256,163.70130000,375.75910000
0.01392640,115.87880000,371.37970000
0.01409024,163.70130000,375.75910000
0.01425408,163.70130000,375.75910000
0.01441792,137.62320000,367.00030000
0.01458176,150.65460000,375.75910000
0.01474560,168.05020000,367.00030000
0.01490944,141.95680000,371.37970000
0.01507328,141.95680000,371.37970000
0.01523712,176.74790000,367.00030000
0.01540096,146.30570000,367.00030000
0.01556480,137.62320000,371.37970000
0.01572864,150.65460000,375.75910000
0.01589248,155.00350000,375.75910000
0.01605632,128.92540000,371.37970000
0.01622016,150.65460000,375.75910000
0.01638400,172.39900000,375.75910000
0.01654784,159.35240000,375.75910000
0.01671168,133.27430000,371.37970000
