Time,Channel A,Channel B
(s),(mV),(mV)

0.00000000,143.52240000,222.52570000
0.00016384,162.67590000,218.14630000
0.00032768,159.19060000,213.76690000
0.00049152,164.41540000,205.00810000
0.00065536,141.78290000,200.62870000
0.00081920,153.96590000,205.00810000
0.00098304,159.19060000,200.62870000
0.00114688,147.00160000,209.38750000
0.00131072,148.74720000,200.62870000
0.00147456,162.67590000,205.00810000
0.00163840,148.74720000,200.62870000
0.00180224,164.41540000,191.86990000
0.00196608,153.96590000,200.62870000
0.00212992,160.93020000,196.24930000
0.00229376,143.52240000,200.62870000
0.00245760,141.78290000,191.86990000
0.00262144,150.48680000,191.86990000
0.00278528,148.74720000,187.49040000
0.00294912,143.52240000,183.11100000
0.00311296,153.96590000,191.86990000
0.00327680,152.22630000,183.11100000
0.00344064,152.22630000,187.49040000
0.00360448,141.78290000,183.11100000
0.00376832,150.48680000,169.98810000
0.00393216,145.26200000,169.98810000
0.00409600,157.45110000,169.98810000
0.00425984,155.71150000,174.35220000
0.00442368,152.22630000,169.98810000
0.00458752,150.48680000,165.60870000
0.00475136,150.48680000,165.60870000
0.00491520,152.22630000,165.60870000
0.00507904,143.52240000,156.84990000
0.00524288,145.26200000,161.22930000
0.00540672,157.45110000,152.47050000
0.00557056,152.22630000,161.22930000
0.00573440,157.45110000,152.47050000
0.00589824,159.19060000,152.47050000
0.00606208,155.71150000,152.47050000
0.00622592,152.22630000,148.09100000
0.00638976,153.96590000,143.71170000
0.00655360,153.96590000,143.71170000
0.00671744,152.22630000,134.95280000
0.00688128,148.74720000,143.71170000
0.00704512,141.78290000,148.09100000
0.00720896,148.74720000,134.95280000
0.00737280,152.22630000,134.95280000
0.00753664,150.48680000,134.95280000
0.00770048,164.41540000,134.95280000
0.00786432,147.00160000,126.19400000
0.00802816,145.26200000,134.95280000
0.00819200,159.19060000,126.19400000
0.00835584,153.96590000,126.19400000
0.00851968,153.96590000,121.81460000
0.00868352,155.71150000,126.19400000
0.00884736,152.22630000,121.81460000
0.00901120,148.74720000,121.81460000
0.00917504,147.00160000,121.81460000
0.00933888,150.48680000,113.07110000
0.00950272,152.22630000,117.43520000
0.00966656,153.96590000,108.69170000
0.00983040,141.78290000,113.07110000
0.00999424,153.96590000,108.69170000
0.01015808,159.19060000,99.93285000
0.01032192,157.45110000,104.31230000
0.01048576,145.26200000,99.93285000
0.01064960,148.74720000,95.55344000
0.01081344,155.71150000,95.55344000
0.01097728,152.22630000,95.55344000
0.01114112,155.71150000,95.55344000
0.01130496,153.96590000,86.79464000
0.01146880,152.22630000,86.79464000
0.01163264,153.96590000,95.55344000
0.01179648,145.26200000,86.79464000
0.01196032,155.71150000,82.41523000
0.01212416,155.71150000,82.41523000
0.01228800,147.00160000,78.03583000
0.01245184,152.22630000,78.03583000
0.01261568,157.45110000,78.03583000
0.01277952,147.00160000,78.03583000
0.01294336,143.52240000,69.27702000
0.01310720,147.00160000,64.89761000
0.01327104,155.71150000,78.03583000
0.01343488,141.78290000,69.27702000
0.01359872,152.22630000,64.89761000
0.01376256,155.71150000,64.89761000
0.01392640,152.22630000,60.51820000
0.01409024,147.00160000,56.15405000
0.01425408,145.26200000,56.15405000
0.01441792,150.48680000,56.15405000
0.01458176,160.93020000,47.39524000
0.01474560,141.78290000,60.51820000
0.01490944,155.71150000,47.39524000
0.01507328,159.19060000,47.39524000
0.01523712,143.52240000,47.39524000
0.01540096,140.03720000,43.01583000
0.01556480,145.26200000,38.63643000
0.01572864,157.45110000,43.01583000
0.01589248,152.22630000,38.63643000
0.01605632,162.67590000,34.25703000
0.01622016,159.19060000,29.87762000
0.01638400,145.26200000,25.49821000
0.01654784,152.22630000,25.49821000
0.01671168,148.74720000,38.63643000
