Time,Channel A,Channel B
(ms),(mV),(mV)

-500.36734343,202.84120000,301.32450000
-500.20350343,198.49240000,305.70390000
-500.03966343,46.29657000,301.32450000
-499.87582343,137.62320000,305.70390000
-499.71198343,237.63240000,305.70390000
-499.54814343,94.13434000,296.94510000
-499.38430343,72.38989000,301.32450000
-499.22046343,224.58570000,296.94510000
-499.05662343,168.05020000,296.94510000
-498.89278343,41.94769000,301.32450000
-498.72894344,168.05020000,305.70390000
-498.56510344,224.58570000,305.70390000
-498.40126344,76.73878000,310.08330000
-498.23742344,85.43656000,305.70390000
-498.07358344,233.28350000,301.32450000
-497.90974344,159.35240000,305.70390000
-497.74590344,41.94769000,305.70390000
-497.58206344,168.05020000,301.32450000
-497.41822344,228.93460000,310.08330000
-497.25438344,85.43656000,310.08330000
-497.09054345,72.38989000,305.70390000
-496.92670345,224.58570000,323.22150000
-496.76286345,176.74790000,305.70390000
-496.59902345,41.94769000,305.70390000
-496.43518345,141.95680000,301.32450000
-496.27134345,237.63240000,305.70390000
-496.10750345,107.18100000,310.08330000
-495.94366345,54.99435000,310.08330000
-495.77982345,207.19010000,310.08330000
-495.61598345,207.19010000,314.46270000
-495.45214346,54.99435000,310.08330000
-495.28830346,102.83210000,305.70390000
-495.12446346,237.63240000,310.08330000
-494.96062346,155.00350000,310.08330000
-494.79678346,41.94769000,318.84210000
-494.63294346,159.35240000,310.08330000
-494.46910346,237.63240000,318.84210000
-494.30526346,98.48322000,310.08330000
-494.14142346,59.34324000,310.08330000
-493.97758346,207.19010000,310.08330000
-493.81374347,207.19010000,318.84210000
-493.64990347,54.99435000,318.84210000
-493.48606347,102.83210000,310.08330000
-493.32222347,237.63240000,323.22150000
-493.15838347,159.35240000,314.46270000
-492.99454347,41.94769000,327.60090000
-492.83070347,141.95680000,318.84210000
-492.66686347,241.98120000,310.08330000
-492.50302347,124.57650000,310.08330000
-492.33918347,41.94769000,318.84210000
-492.17534348,176.74790000,327.60090000
-492.01150348,228.93460000,323.22150000
-491.84766348,89.78545000,323.22150000
-491.68382348,63.69213000,323.22150000
-491.51998348,211.53900000,323.22150000
-491.35614348,207.19010000,318.84210000
-491.19230348,63.69213000,323.22150000
-491.02846348,85.43656000,318.84210000
-490.86462348,228.93460000,323.22150000
-490.70078348,185.44570000,327.60090000
-490.53694349,50.64546000,327.60090000
-490.37310349,102.83210000,327.60090000
-490.20926349,237.63240000,323.22150000
-490.04542349,181.09680000,323.22150000
-489.88158349,46.29657000,323.22150000
-489.71774349,107.18100000,323.22150000
-489.55390349,237.63240000,327.60090000
-489.39006349,181.09680000,323.22150000
-489.22622349,46.29657000,327.60090000
-489.06238349,98.48322000,331.98030000
-488.89854350,233.28350000,331.98030000
-488.73470350,198.49240000,327.60090000
-488.57086350,50.64546000,331.98030000
-488.40702350,81.08768000,327.60090000
-488.24318350,220.23680000,336.35970000
-488.07934350,215.88790000,331.98030000
-487.91550350,72.38989000,331.98030000
-487.75166350,54.99435000,331.98030000
-487.58782350,194.14350000,340.72390000
-487.42398350,237.63240000,336.35970000
-487.26014351,111.52990000,331.98030000
-487.09630351,33.24991000,336.35970000
-486.93246351,141.95680000,340.72390000
-486.76862351,246.33010000,331.98030000
-486.60478351,172.39900000,331.98030000
-486.44094351,46.29657000,336.35970000
-486.27710351,85.43656000,336.35970000
-486.11326351,224.58570000,336.35970000
-485.94942351,220.23680000,340.72390000
-485.78558351,85.43656000,340.72390000
-485.62174352,46.29657000,353.86210000
-485.45790352,172.39900000,340.72390000
-485.29406352,246.33010000,340.72390000
-485.13022352,141.95680000,340.72390000
-484.96638352,33.24991000,340.72390000
-484.80254352,107.18100000,331.98030000
-484.63870352,233.28350000,340.72390000
-484.47486352,211.53900000,345.10330000
-484.31102352,72.38989000,336.35970000
-484.14718352,46.29657000,340.72390000
-483.98334353,176.74790000,331.98030000
-483.81950353,246.33010000,340.72390000
-483.65566353,146.30570000,340.72390000
-483.49182353,33.24991000,340.72390000
-483.32798353,102.83210000,340.72390000
-483.16414353,228.93460000,340.72390000
-483.00030353,211.53900000,340.72390000
-482.83646353,76.73878000,331.98030000
-482.67262353,46.29657000,340.72390000
-482.50878353,176.74790000,345.10330000
-482.34494354,246.33010000,336.35970000
-482.18110354,146.30570000,340.72390000
-482.01726354,33.24991000,345.10330000
-481.85342354,98.48322000,345.10330000
-481.68958354,228.93460000,340.72390000
-481.52574354,224.58570000,345.10330000
-481.36190354,98.48322000,345.10330000
-481.19806354,33.24991000,353.86210000
-481.03422354,137.62320000,345.10330000
-480.87038354,246.33010000,336.35970000
-480.70654355,189.79460000,340.72390000
-480.54270355,54.99435000,340.72390000
-480.37886355,54.99435000,340.72390000
-480.21502355,189.79460000,345.10330000
-480.05118355,246.33010000,345.10330000
-479.88734355,146.30570000,345.10330000
-479.72350355,37.59880000,345.10330000
-479.55966355,72.38989000,353.86210000
-479.39582355,202.84120000,349.48270000
-479.23198355,250.67900000,340.72390000
-479.06814356,155.00350000,349.48270000
-478.90430356,41.94769000,345.10330000
-478.74046356,59.34324000,353.86210000
-478.57662356,181.09680000,349.48270000
-478.41278356,255.02790000,345.10330000
-478.24894356,189.79460000,353.86210000
-478.08510356,68.04102000,353.86210000
-477.92126356,33.24991000,345.10330000
-477.75742356,137.62320000,349.48270000
-477.59358356,241.98120000,345.10330000
-477.42974357,228.93460000,353.86210000
-477.26590357,115.87880000,358.24150000
-477.10206357,28.90103000,353.86210000
-476.93822357,76.73878000,358.24150000
-476.77438357,198.49240000,358.24150000
-476.61054357,255.02790000,353.86210000
-476.44670357,194.14350000,353.86210000
-476.28286357,81.08768000,358.24150000
-476.11902357,28.90103000,345.10330000
-475.95518357,98.48322000,358.24150000
-475.79134358,211.53900000,349.48270000
-475.62750358,250.67900000,353.86210000
-475.46366358,176.74790000,358.24150000
-475.29982358,59.34324000,358.24150000
-475.13598358,33.24991000,349.48270000
-474.97214358,133.27430000,362.62090000
-474.80830358,237.63240000,358.24150000
-474.64446358,237.63240000,362.62090000
-474.48062358,141.95680000,362.62090000
-474.31678358,41.94769000,345.10330000
-474.15294359,41.94769000,358.24150000
