Time,Channel A,Channel B
(ms),(mV),(mV)

-500.36734343,181.09680000,367.00030000
-500.20350343,102.83210000,375.75910000
-500.03966343,37.59880000,367.00030000
-499.87582343,20.20325000,375.75910000
-499.71198343,46.29657000,375.75910000
-499.54814343,111.52990000,362.62090000
-499.38430343,189.79460000,371.37970000
-499.22046343,246.33010000,367.00030000
-499.05662343,255.02790000,362.62090000
-498.89278343,207.19010000,362.62090000
-498.72894344,133.27430000,367.00030000
-498.56510344,59.34324000,362.62090000
-498.40126344,20.20325000,367.00030000
-498.23742344,28.90103000,371.37970000
-498.07358344,76.73878000,375.75910000
-497.90974344,146.30570000,371.37970000
-497.74590344,215.88790000,371.37970000
-497.58206344,255.02790000,375.75910000
-497.41822344,246.33010000,371.37970000
-497.25438344,194.14350000,371.37970000
-497.09054345,120.22770000,375.75910000
-496.92670345,50.64546000,375.75910000
-496.76286345,20.20325000,375.75910000
-496.59902345,28.90103000,375.75910000
-496.43518345,68.04102000,375.75910000
-496.27134345,133.27430000,375.75910000
-496.10750345,198.49240000,380.13850000
-495.94366345,241.98120000,367.00030000
-495.77982345,259.37680000,375.75910000
-495.61598345,233.28350000,367.00030000
-495.45214346,181.09680000,375.75910000
-495.28830346,115.87880000,371.37970000
-495.12446346,59.34324000,375.75910000
-494.96062346,24.55214000,375.75910000
-494.79678346,15.85437000,375.75910000
-494.63294346,41.94769000,371.37970000
-494.46910346,85.43656000,371.37970000
-494.30526346,141.95680000,371.37970000
-494.14142346,198.49240000,375.75910000
-493.97758346,241.98120000,371.37970000
-493.81374347,259.37680000,375.75910000
-493.64990347,255.02790000,375.75910000
-493.48606347,224.58570000,371.37970000
-493.32222347,181.09680000,375.75910000
-493.15838347,133.27430000,380.13850000
-492.99454347,81.08768000,371.37970000
-492.83070347,46.29657000,375.75910000
-492.66686347,20.20325000,375.75910000
-492.50302347,15.85437000,375.75910000
-492.33918347,28.90103000,375.75910000
-492.17534348,54.99435000,371.37970000
-492.01150348,98.48322000,375.75910000
-491.84766348,141.95680000,362.62090000
-491.68382348,185.44570000,367.00030000
-491.51998348,224.58570000,375.75910000
-491.35614348,250.67900000,375.75910000
-491.19230348,263.72570000,367.00030000
-491.02846348,259.37680000,375.75910000
-490.86462348,241.98120000,371.37970000
-490.70078348,211.53900000,375.75910000
-490.53694349,172.39900000,375.75910000
-490.37310349,124.57650000,375.75910000
-490.20926349,81.08768000,380.13850000
-490.04542349,46.29657000,367.00030000
-489.88158349,24.55214000,375.75910000
-489.71774349,15.85437000,375.75910000
-489.55390349,15.85437000,375.75910000
-489.39006349,33.24991000,380.13850000
-489.22622349,54.99435000,380.13850000
-489.06238349,85.43656000,388.89730000
-488.89854350,120.22770000,371.37970000
-488.73470350,155.00350000,375.75910000
-488.57086350,189.79460000,375.75910000
-488.40702350,224.58570000,380.13850000
-488.24318350,250.67900000,375.75910000
-488.07934350,263.72570000,375.75910000
-487.91550350,263.72570000,380.13850000
-487.75166350,250.67900000,371.37970000
-487.58782350,224.58570000,375.75910000
-487.42398350,198.49240000,384.51790000
-487.26014351,163.70130000,380.13850000
-487.09630351,133.27430000,371.37970000
-486.93246351,98.48322000,380.13850000
-486.76862351,72.38989000,371.37970000
-486.60478351,46.29657000,380.13850000
-486.44094351,28.90103000,375.75910000
-486.27710351,15.85437000,375.75910000
-486.11326351,15.85437000,371.37970000
-485.94942351,15.85437000,375.75910000
-485.78558351,24.55214000,371.37970000
-485.62174352,33.24991000,375.75910000
-485.45790352,54.99435000,375.75910000
-485.29406352,76.73878000,375.75910000
-485.13022352,98.48322000,375.75910000
-484.96638352,120.22770000,375.75910000
-484.80254352,141.95680000,371.37970000
-484.63870352,163.70130000,380.13850000
-484.47486352,181.09680000,380.13850000
-484.31102352,194.14350000,375.75910000
-484.14718352,207.19010000,375.75910000
-483.98334353,224.58570000,375.75910000
-483.81950353,233.28350000,380.13850000
-483.65566353,241.98120000,375.75910000
-483.49182353,250.67900000,375.75910000
-483.32798353,255.02790000,380.13850000
-483.16414353,259.37680000,375.75910000
-483.00030353,263.72570000,375.75910000
-482.83646353,263.72570000,375.75910000
-482.67262353,263.72570000,371.37970000
-482.50878353,259.37680000,375.75910000
-482.34494354,259.37680000,375.75910000
-482.18110354,263.72570000,371.37970000
-482.01726354,259.37680000,375.75910000
-481.85342354,259.37680000,371.37970000
-481.68958354,259.37680000,380.13850000
-481.52574354,259.37680000,371.37970000
-481.36190354,259.37680000,371.37970000
-481.19806354,259.37680000,375.75910000
-481.03422354,259.37680000,371.37970000
-480.87038354,259.37680000,380.13850000
-480.70654355,259.37680000,380.13850000
-480.54270355,259.37680000,371.37970000
-480.37886355,259.37680000,375.75910000
-480.21502355,259.37680000,375.75910000
-480.05118355,259.37680000,375.75910000
-479.88734355,259.37680000,371.37970000
-479.72350355,259.37680000,375.75910000
-479.55966355,259.37680000,371.37970000
-479.39582355,259.37680000,380.13850000
-479.23198355,263.72570000,367.00030000
-479.06814356,263.72570000,367.00030000
-478.90430356,263.72570000,380.13850000
-478.74046356,268.07460000,375.75910000
-478.57662356,263.72570000,375.75910000
-478.41278356,263.72570000,371.37970000
-478.24894356,263.72570000,375.75910000
-478.08510356,263.72570000,371.37970000
-477.92126356,268.07460000,375.75910000
-477.75742356,263.72570000,375.75910000
-477.59358356,263.72570000,371.37970000
-477.42974357,259.37680000,371.37970000
-477.26590357,259.37680000,375.75910000
-477.10206357,259.37680000,362.62090000
-476.93822357,255.02790000,380.13850000
-476.77438357,255.02790000,375.75910000
-476.61054357,246.33010000,375.75910000
-476.44670357,241.98120000,375.75910000
-476.28286357,237.63240000,367.00030000
-476.11902357,228.93460000,367.00030000
-475.95518357,220.23680000,371.37970000
-475.79134358,207.19010000,371.37970000
-475.62750358,198.49240000,375.75910000
-475.46366358,185.44570000,375.75910000
-475.29982358,172.39900000,375.75910000
-475.13598358,159.35240000,380.13850000
-474.97214358,150.65460000,371.37970000
-474.80830358,133.27430000,380.13850000
-474.64446358,115.87880000,375.75910000
-474.48062358,102.83210000,371.37970000
-474.31678358,85.43656000,380.13850000
-474.15294359,68.04102000,367.00030000
