Time,Channel A,Channel B
(ms),(mV),(mV)

-500.36734343,194.14350000,-372.90560000
-500.20350343,198.49240000,-368.52620000
-500.03966343,189.79460000,-372.90560000
-499.87582343,176.74790000,-368.52620000
-499.71198343,155.00350000,-372.90560000
-499.54814343,133.27430000,-377.28500000
-499.38430343,111.52990000,-381.66450000
-499.22046343,98.48322000,-368.52620000
-499.05662343,89.78545000,-368.52620000
-498.89278343,94.13434000,-368.52620000
-498.72894344,102.83210000,-364.14690000
-498.56510344,115.87880000,-372.90560000
-498.40126344,137.62320000,-368.52620000
-498.23742344,155.00350000,-372.90560000
-498.07358344,176.74790000,-364.14690000
-497.90974344,189.79460000,-372.90560000
-497.74590344,198.49240000,-368.52620000
-497.58206344,198.49240000,-368.52620000
-497.41822344,189.79460000,-377.28500000
-497.25438344,172.39900000,-381.66450000
-497.09054345,155.00350000,-372.90560000
-496.92670345,133.27430000,-377.28500000
-496.76286345,115.87880000,-377.28500000
-496.59902345,102.83210000,-381.66450000
-496.43518345,94.13434000,-372.90560000
-496.27134345,94.13434000,-377.28500000
-496.10750345,102.83210000,-381.66450000
-495.94366345,115.87880000,-372.90560000
-495.77982345,133.27430000,-377.28500000
-495.61598345,155.00350000,-372.90560000
-495.45214346,172.39900000,-377.28500000
-495.28830346,189.79460000,-364.14690000
-495.12446346,194.14350000,-368.52620000
-494.96062346,198.49240000,-377.28500000
-494.79678346,189.79460000,-377.28500000
-494.63294346,181.09680000,-368.52620000
-494.46910346,168.05020000,-372.90560000
-494.30526346,150.65460000,-368.52620000
-494.14142346,133.27430000,-372.90560000
-493.97758346,115.87880000,-372.90560000
-493.81374347,102.83210000,-372.90560000
-493.64990347,98.48322000,-368.52620000
-493.48606347,94.13434000,-372.90560000
-493.32222347,89.78545000,-377.28500000
-493.15838347,94.13434000,-372.90560000
-492.99454347,102.83210000,-372.90560000
-492.83070347,111.52990000,-381.66450000
-492.66686347,120.22770000,-377.28500000
-492.50302347,137.62320000,-381.66450000
-492.33918347,146.30570000,-372.90560000
-492.17534348,159.35240000,-372.90560000
-492.01150348,172.39900000,-372.90560000
-491.84766348,176.74790000,-372.90560000
-491.68382348,189.79460000,-377.28500000
-491.51998348,189.79460000,-381.66450000
-491.35614348,194.14350000,-372.90560000
-491.19230348,198.49240000,-377.28500000
-491.02846348,198.49240000,-372.90560000
-490.86462348,198.49240000,-377.28500000
-490.70078348,202.84120000,-368.52620000
-490.53694349,198.49240000,-372.90560000
-490.37310349,198.49240000,-372.90560000
-490.20926349,194.14350000,-364.14690000
-490.04542349,194.14350000,-377.28500000
-489.88158349,194.14350000,-372.90560000
-489.71774349,189.79460000,-372.90560000
-489.55390349,189.79460000,-372.90560000
-489.39006349,189.79460000,-368.52620000
-489.22622349,181.09680000,-381.66450000
-489.06238349,181.09680000,-372.90560000
-488.89854350,181.09680000,-372.90560000
-488.73470350,176.74790000,-377.28500000
-488.57086350,176.74790000,-377.28500000
-488.40702350,172.39900000,-372.90560000
-488.24318350,172.39900000,-372.90560000
-488.07934350,172.39900000,-364.14690000
-487.91550350,172.39900000,-368.52620000
-487.75166350,172.39900000,-377.28500000
-487.58782350,172.39900000,-377.28500000
-487.42398350,168.05020000,-372.90560000
-487.26014351,168.05020000,-368.52620000
-487.09630351,163.70130000,-372.90560000
-486.93246351,163.70130000,-377.28500000
-486.76862351,159.35240000,-372.90560000
-486.60478351,155.00350000,-372.90560000
-486.44094351,155.00350000,-377.28500000
-486.27710351,150.65460000,-368.52620000
-486.11326351,150.65460000,-377.28500000
-485.94942351,150.65460000,-377.28500000
-485.78558351,150.65460000,-372.90560000
-485.62174352,150.65460000,-372.90560000
-485.45790352,150.65460000,-372.90560000
-485.29406352,150.65460000,-372.90560000
-485.13022352,150.65460000,-377.28500000
-484.96638352,150.65460000,-368.52620000
-484.80254352,150.65460000,-372.90560000
-484.63870352,150.65460000,-368.52620000
-484.47486352,150.65460000,-368.52620000
-484.31102352,150.65460000,-368.52620000
-484.14718352,150.65460000,-368.52620000
-483.98334353,150.65460000,-372.90560000
-483.81950353,155.00350000,-377.28500000
-483.65566353,155.00350000,-377.28500000
-483.49182353,159.35240000,-372.90560000
-483.32798353,163.70130000,-372.90560000
-483.16414353,163.70130000,-368.52620000
-483.00030353,168.05020000,-368.52620000
-482.83646353,172.39900000,-372.90560000
-482.67262353,181.09680000,-368.52620000
-482.50878353,185.44570000,-381.66450000
-482.34494354,185.44570000,-372.90560000
-482.18110354,189.79460000,-368.52620000
-482.01726354,194.14350000,-368.52620000
-481.85342354,198.49240000,-368.52620000
-481.68958354,198.49240000,-368.52620000
-481.52574354,202.84120000,-377.28500000
-481.36190354,202.84120000,-372.90560000
-481.19806354,198.49240000,-372.90560000
-481.03422354,189.79460000,-364.14690000
-480.87038354,185.44570000,-368.52620000
-480.70654355,176.74790000,-377.28500000
-480.54270355,163.70130000,-368.52620000
-480.37886355,155.00350000,-372.90560000
-480.21502355,137.62320000,-372.90560000
-480.05118355,124.57650000,-368.52620000
-479.88734355,111.52990000,-364.14690000
-479.72350355,102.83210000,-377.28500000
-479.55966355,94.13434000,-368.52620000
-479.39582355,89.78545000,-377.28500000
-479.23198355,89.78545000,-372.90560000
-479.06814356,98.48322000,-372.90560000
-478.90430356,107.18100000,-368.52620000
-478.74046356,120.22770000,-368.52620000
-478.57662356,137.62320000,-368.52620000
-478.41278356,155.00350000,-368.52620000
-478.24894356,172.39900000,-372.90560000
-478.08510356,185.44570000,-372.90560000
-477.92126356,189.79460000,-372.90560000
-477.75742356,198.49240000,-368.52620000
-477.59358356,198.49240000,-368.52620000
-477.42974357,189.79460000,-364.14690000
-477.26590357,185.44570000,-364.14690000
-477.10206357,168.05020000,-368.52620000
-476.93822357,150.65460000,-355.38800000
-476.77438357,128.92540000,-368.52620000
-476.61054357,115.87880000,-364.14690000
-476.44670357,102.83210000,-372.90560000
-476.28286357,94.13434000,-364.14690000
-476.11902357,89.78545000,-368.52620000
-475.95518357,94.13434000,-368.52620000
-475.79134358,102.83210000,-364.14690000
-475.62750358,115.87880000,-364.14690000
-475.46366358,133.27430000,-359.76740000
