Time,Channel A,Channel B
(ms),(mV),(mV)

-500.36734343,128.92540000,91.17404000
-500.20350343,124.57650000,86.79464000
-500.03966343,146.30570000,86.79464000
-499.87582343,137.62320000,86.79464000
-499.71198343,163.70130000,86.79464000
-499.54814343,155.00350000,91.17404000
-499.38430343,146.30570000,91.17404000
-499.22046343,141.95680000,91.17404000
-499.05662343,120.22770000,95.55344000
-498.89278343,155.00350000,91.17404000
-498.72894344,137.62320000,86.79464000
-498.56510344,198.49240000,86.79464000
-498.40126344,102.83210000,99.93285000
-498.23742344,150.65460000,95.55344000
-498.07358344,115.87880000,95.55344000
-497.90974344,141.95680000,99.93285000
-497.74590344,137.62320000,99.93285000
-497.58206344,124.57650000,95.55344000
-497.41822344,137.62320000,95.55344000
-497.25438344,141.95680000,99.93285000
-497.09054345,141.95680000,99.93285000
-496.92670345,141.95680000,99.93285000
-496.76286345,150.65460000,99.93285000
-496.59902345,115.87880000,99.93285000
-496.43518345,155.00350000,108.69170000
-496.27134345,150.65460000,99.93285000
-496.10750345,172.39900000,99.93285000
-495.94366345,124.57650000,99.93285000
-495.77982345,141.95680000,104.31230000
-495.61598345,111.52990000,99.93285000
-495.45214346,133.27430000,99.93285000
-495.28830346,133.27430000,113.07110000
-495.12446346,163.70130000,113.07110000
-494.96062346,120.22770000,108.69170000
-494.79678346,137.62320000,117.43520000
-494.63294346,150.65460000,99.93285000
-494.46910346,89.78545000,113.07110000
-494.30526346,163.70130000,113.07110000
-494.14142346,150.65460000,108.69170000
-493.97758346,133.27430000,117.43520000
-493.81374347,137.62320000,117.43520000
-493.64990347,159.35240000,113.07110000
-493.48606347,146.30570000,113.07110000
-493.32222347,137.62320000,121.81460000
-493.15838347,133.27430000,121.81460000
-492.99454347,133.27430000,117.43520000
-492.83070347,137.62320000,121.81460000
-492.66686347,120.22770000,117.43520000
-492.50302347,159.35240000,121.81460000
-492.33918347,141.95680000,126.19400000
-492.17534348,146.30570000,130.57340000
-492.01150348,159.35240000,126.19400000
-491.84766348,141.95680000,126.19400000
-491.68382348,150.65460000,134.95280000
-491.51998348,81.08768000,130.57340000
-491.35614348,133.27430000,130.57340000
-491.19230348,146.30570000,121.81460000
-491.02846348,141.95680000,134.95280000
-490.86462348,146.30570000,130.57340000
-490.70078348,172.39900000,126.19400000
-490.53694349,146.30570000,126.19400000
-490.37310349,98.48322000,130.57340000
-490.20926349,150.65460000,139.33220000
-490.04542349,133.27430000,130.57340000
-489.88158349,155.00350000,130.57340000
-489.71774349,141.95680000,134.95280000
-489.55390349,133.27430000,130.57340000
-489.39006349,159.35240000,139.33220000
-489.22622349,150.65460000,143.71170000
-489.06238349,176.74790000,139.33220000
-488.89854350,137.62320000,148.09100000
-488.73470350,181.09680000,143.71170000
-488.57086350,120.22770000,134.95280000
-488.40702350,168.05020000,134.95280000
-488.24318350,137.62320000,143.71170000
-488.07934350,107.18100000,148.09100000
-487.91550350,172.39900000,148.09100000
-487.75166350,146.30570000,148.09100000
-487.58782350,146.30570000,152.47050000
-487.42398350,150.65460000,139.33220000
-487.26014351,176.74790000,148.09100000
-487.09630351,137.62320000,134.95280000
-486.93246351,120.22770000,139.33220000
-486.76862351,137.62320000,152.47050000
-486.60478351,124.57650000,143.71170000
-486.44094351,150.65460000,156.84990000
-486.27710351,133.27430000,148.09100000
-486.11326351,172.39900000,152.47050000
-485.94942351,124.57650000,152.47050000
-485.78558351,146.30570000,152.47050000
-485.62174352,137.62320000,156.84990000
-485.45790352,150.65460000,148.09100000
-485.29406352,181.09680000,161.22930000
-485.13022352,146.30570000,156.84990000
-484.96638352,141.95680000,156.84990000
-484.80254352,124.57650000,152.47050000
-484.63870352,137.62320000,156.84990000
-484.47486352,137.62320000,156.84990000
-484.31102352,133.27430000,156.84990000
-484.14718352,141.95680000,161.22930000
-483.98334353,141.95680000,152.47050000
-483.81950353,176.74790000,165.60870000
-483.65566353,141.95680000,161.22930000
-483.49182353,146.30570000,169.98810000
-483.32798353,128.92540000,165.60870000
-483.16414353,137.62320000,165.60870000
-483.00030353,124.57650000,165.60870000
-482.83646353,137.62320000,161.22930000
-482.67262353,141.95680000,165.60870000
-482.50878353,124.57650000,161.22930000
-482.34494354,189.79460000,165.60870000
-482.18110354,124.57650000,161.22930000
-482.01726354,141.95680000,165.60870000
-481.85342354,150.65460000,169.98810000
-481.68958354,137.62320000,165.60870000
-481.52574354,159.35240000,165.60870000
-481.36190354,150.65460000,169.98810000
-481.19806354,146.30570000,169.98810000
-481.03422354,120.22770000,169.98810000
-480.87038354,120.22770000,169.98810000
-480.70654355,137.62320000,169.98810000
-480.54270355,128.92540000,178.73160000
-480.37886355,141.95680000,169.98810000
-480.21502355,128.92540000,165.60870000
-480.05118355,141.95680000,169.98810000
-479.88734355,159.35240000,178.73160000
-479.72350355,137.62320000,183.11100000
-479.55966355,141.95680000,183.11100000
-479.39582355,133.27430000,178.73160000
-479.23198355,168.05020000,183.11100000
-479.06814356,107.18100000,183.11100000
-478.90430356,133.27430000,183.11100000
-478.74046356,185.44570000,183.11100000
-478.57662356,141.95680000,183.11100000
-478.41278356,163.70130000,183.11100000
-478.24894356,85.43656000,191.86990000
-478.08510356,120.22770000,187.49040000
-477.92126356,155.00350000,187.49040000
-477.75742356,141.95680000,187.49040000
-477.59358356,137.62320000,183.11100000
-477.42974357,128.92540000,191.86990000
-477.26590357,128.92540000,187.49040000
-477.10206357,137.62320000,191.86990000
-476.93822357,163.70130000,191.86990000
-476.77438357,155.00350000,196.24930000
-476.61054357,137.62320000,191.86990000
-476.44670357,163.70130000,191.86990000
-476.28286357,141.95680000,187.49040000
-476.11902357,189.79460000,191.86990000
-475.95518357,137.62320000,191.86990000
-475.79134358,115.87880000,196.24930000
-475.62750358,128.92540000,187.49040000
-475.46366358,115.87880000,191.86990000
-475.29982358,128.92540000,205.00810000
-475.13598358,159.35240000,200.62870000
-474.97214358,146.30570000,196.24930000
-474.80830358,163.70130000,196.24930000
-474.64446358,141.95680000,196.24930000
-474.48062358,163.70130000,200.62870000
-474.31678358,120.22770000,200.62870000
-474.15294359,137.62320000,200.62870000
