Time,Channel A,Channel B
(ms),(mV),(mV)

-500.36734343,50.64546000,261.92510000
-500.20350343,168.05020000,270.68390000
-500.03966343,202.84120000,261.92510000
-499.87582343,50.64546000,266.30450000
-499.71198343,172.39900000,257.54570000
-499.54814343,194.14350000,266.30450000
-499.38430343,50.64546000,275.06330000
-499.22046343,176.74790000,270.68390000
-499.05662343,189.79460000,266.30450000
-498.89278343,46.29657000,266.30450000
-498.72894344,176.74790000,266.30450000
-498.56510344,189.79460000,275.06330000
-498.40126344,50.64546000,270.68390000
-498.23742344,176.74790000,270.68390000
-498.07358344,189.79460000,275.06330000
-497.90974344,50.64546000,270.68390000
-497.74590344,181.09680000,261.92510000
-497.58206344,185.44570000,283.82210000
-497.41822344,50.64546000,270.68390000
-497.25438344,185.44570000,270.68390000
-497.09054345,181.09680000,270.68390000
-496.92670345,50.64546000,283.82210000
-496.76286345,189.79460000,270.68390000
-496.59902345,176.74790000,275.06330000
-496.43518345,50.64546000,275.06330000
-496.27134345,194.14350000,270.68390000
-496.10750345,168.05020000,275.06330000
-495.94366345,50.64546000,283.82210000
-495.77982345,207.19010000,279.44270000
-495.61598345,150.65460000,283.82210000
-495.45214346,54.99435000,279.44270000
-495.28830346,211.53900000,288.18630000
-495.12446346,150.65460000,279.44270000
-494.96062346,54.99435000,283.82210000
-494.79678346,211.53900000,279.44270000
-494.63294346,146.30570000,283.82210000
-494.46910346,59.34324000,283.82210000
-494.30526346,215.88790000,275.06330000
-494.14142346,146.30570000,288.18630000
-493.97758346,59.34324000,283.82210000
-493.81374347,215.88790000,283.82210000
-493.64990347,155.00350000,283.82210000
-493.48606347,50.64546000,288.18630000
-493.32222347,202.84120000,283.82210000
-493.15838347,172.39900000,283.82210000
-492.99454347,46.29657000,288.18630000
-492.83070347,185.44570000,288.18630000
-492.66686347,194.14350000,288.18630000
-492.50302347,46.29657000,288.18630000
-492.33918347,159.35240000,292.56570000
-492.17534348,220.23680000,288.18630000
-492.01150348,59.34324000,288.18630000
-491.84766348,120.22770000,296.94510000
-491.68382348,237.63240000,296.94510000
-491.51998348,98.48322000,292.56570000
-491.35614348,68.04102000,296.94510000
-491.19230348,224.58570000,292.56570000
-491.02846348,163.70130000,292.56570000
-490.86462348,46.29657000,288.18630000
-490.70078348,172.39900000,288.18630000
-490.53694349,220.23680000,292.56570000
-490.37310349,63.69213000,292.56570000
-490.20926349,111.52990000,296.94510000
-490.04542349,237.63240000,296.94510000
-489.88158349,120.22770000,296.94510000
-489.71774349,50.64546000,301.32450000
-489.55390349,207.19010000,301.32450000
-489.39006349,189.79460000,296.94510000
-489.22622349,46.29657000,301.32450000
-489.06238349,137.62320000,288.18630000
-488.89854350,233.28350000,301.32450000
-488.73470350,85.43656000,301.32450000
-488.57086350,76.73878000,296.94510000
-488.40702350,224.58570000,305.70390000
-488.24318350,155.00350000,305.70390000
-488.07934350,46.29657000,296.94510000
-487.91550350,176.74790000,305.70390000
-487.75166350,215.88790000,288.18630000
-487.58782350,59.34324000,301.32450000
-487.42398350,120.22770000,305.70390000
-487.26014351,233.28350000,296.94510000
-487.09630351,102.83210000,296.94510000
-486.93246351,68.04102000,305.70390000
-486.76862351,220.23680000,301.32450000
-486.60478351,168.05020000,310.08330000
-486.44094351,41.94769000,310.08330000
-486.27710351,168.05020000,310.08330000
-486.11326351,220.23680000,296.94510000
-485.94942351,68.04102000,305.70390000
-485.78558351,102.83210000,305.70390000
-485.62174352,233.28350000,305.70390000
-485.45790352,120.22770000,310.08330000
-485.29406352,54.99435000,310.08330000
-485.13022352,207.19010000,305.70390000
-484.96638352,189.79460000,310.08330000
-484.80254352,46.29657000,301.32450000
-484.63870352,133.27430000,310.08330000
-484.47486352,237.63240000,310.08330000
-484.31102352,102.83210000,305.70390000
-484.14718352,59.34324000,310.08330000
-483.98334353,207.19010000,305.70390000
-483.81950353,189.79460000,314.46270000
-483.65566353,46.29657000,310.08330000
-483.49182353,120.22770000,310.08330000
-483.32798353,237.63240000,314.46270000
-483.16414353,128.92540000,310.08330000
-483.00030353,41.94769000,310.08330000
-482.83646353,172.39900000,314.46270000
-482.67262353,233.28350000,318.84210000
-482.50878353,85.43656000,310.08330000
-482.34494354,59.34324000,323.22150000
-482.18110354,207.19010000,305.70390000
-482.01726354,211.53900000,305.70390000
-481.85342354,63.69213000,323.22150000
-481.68958354,81.08768000,318.84210000
-481.52574354,224.58570000,318.84210000
-481.36190354,194.14350000,323.22150000
-481.19806354,50.64546000,318.84210000
-481.03422354,89.78545000,323.22150000
-480.87038354,228.93460000,327.60090000
-480.70654355,185.44570000,323.22150000
-480.54270355,46.29657000,327.60090000
-480.37886355,94.13434000,323.22150000
-480.21502355,228.93460000,318.84210000
-480.05118355,185.44570000,331.98030000
-479.88734355,46.29657000,323.22150000
-479.72350355,94.13434000,327.60090000
-479.55966355,228.93460000,323.22150000
-479.39582355,185.44570000,310.08330000
-479.23198355,46.29657000,327.60090000
-479.06814356,94.13434000,327.60090000
-478.90430356,228.93460000,327.60090000
-478.74046356,185.44570000,327.60090000
-478.57662356,46.29657000,331.98030000
-478.41278356,98.48322000,318.84210000
-478.24894356,233.28350000,323.22150000
-478.08510356,181.09680000,327.60090000
-477.92126356,46.29657000,327.60090000
-477.75742356,102.83210000,331.98030000
-477.59358356,233.28350000,323.22150000
-477.42974357,172.39900000,318.84210000
-477.26590357,41.94769000,331.98030000
-477.10206357,107.18100000,327.60090000
-476.93822357,237.63240000,327.60090000
-476.77438357,172.39900000,340.72390000
-476.61054357,41.94769000,323.22150000
-476.44670357,107.18100000,327.60090000
-476.28286357,237.63240000,331.98030000
-476.11902357,172.39900000,331.98030000
-475.95518357,41.94769000,331.98030000
-475.79134358,102.83210000,340.72390000
-475.62750358,233.28350000,340.72390000
-475.46366358,189.79460000,336.35970000
-475.29982358,50.64546000,327.60090000
-475.13598358,81.08768000,331.98030000
-474.97214358,220.23680000,336.35970000
-474.80830358,207.19010000,336.35970000
-474.64446358,68.04102000,336.35970000
-474.48062358,59.34324000,331.98030000
-474.31678358,194.14350000,331.98030000
-474.15294359,233.28350000,327.60090000
