Time,Channel A
-116.38811405,168.05020000
-116.36763405,155.00350000
-116.34715405,141.95680000
-116.32667405,133.27430000
-116.30619405,120.22770000
-116.28571405,120.22770000
-116.26523405,124.57650000
-116.24475405,137.62320000
-116.22427405,150.65460000
-116.20379405,163.70130000
-116.18331405,172.39900000
-116.16283405,172.39900000
-116.14235405,168.05020000
-116.12187405,155.00350000
-116.10139405,141.95680000
-116.08091405,128.92540000
-116.06043405,120.22770000
-116.03995405,120.22770000
-116.01947405,124.57650000
-115.99899405,141.95680000
-115.97851405,150.65460000
-115.95803405,163.70130000
-115.93755405,172.39900000
-115.91707405,172.39900000
-115.89659405,163.70130000
-115.87611405,155.00350000
-115.85563405,141.95680000
-115.83515405,128.92540000
-115.81467405,124.57650000
-115.79419405,120.22770000
-115.77371405,124.57650000
-115.75323405,137.62320000
-115.73275405,150.65460000
-115.71227405,163.70130000
-115.69179405,172.39900000
-115.67131405,172.39900000
-115.65083405,168.05020000
-115.63035405,155.00350000
-115.60987405,141.95680000
-115.58939405,133.27430000
-115.56891405,120.22770000
-115.54843405,120.22770000
-115.52795405,124.57650000
-115.50747405,133.27430000
-115.48699405,146.30570000
-115.46651405,159.35240000
-115.44603405,168.05020000
-115.42555406,172.39900000
-115.40507406,168.05020000
-115.38459406,155.00350000
-115.36411406,146.30570000
-115.34363406,133.27430000
-115.32315406,124.57650000
-115.30267406,120.22770000
-115.28219406,120.22770000
-115.26171406,133.27430000
-115.24123406,141.95680000
-115.22075406,155.00350000
-115.20027406,163.70130000
-115.17979406,172.39900000
-115.15931406,168.05020000
-115.13883406,163.70130000
-115.11835406,150.65460000
-115.09787406,137.62320000
-115.07739406,124.57650000
-115.05691406,120.22770000
-115.03643406,120.22770000
-115.01595406,128.92540000
-114.99547406,137.62320000
-114.97499406,150.65460000
-114.95451406,159.35240000
-114.93403406,172.39900000
-114.91355406,172.39900000
-114.89307406,168.05020000
-114.87259406,159.35240000
-114.85211406,146.30570000
-114.83163406,133.27430000
-114.81115406,124.57650000
-114.79067406,120.22770000
-114.77019406,124.57650000
-114.74971406,133.27430000
-114.72923406,141.95680000
-114.70875406,155.00350000
-114.68827406,168.05020000
-114.66779406,172.39900000
-114.64731406,172.39900000
-114.62683406,168.05020000
-114.60635406,155.00350000
-114.58587406,141.95680000
-114.56539406,128.92540000
-114.54491406,120.22770000
-114.52443406,120.22770000
-114.50395406,120.22770000
-114.48347406,133.27430000
-114.46299406,146.30570000
-114.44251406,159.35240000
-114.42203406,168.05020000
-114.40155406,172.39900000
-114.38107406,172.39900000
-114.36059406,163.70130000
-114.34011406,150.65460000
-114.31963406,137.62320000
-114.29915406,128.92540000
-114.27867406,120.22770000
-114.25819406,120.22770000
-114.23771406,120.22770000
-114.21723406,133.27430000
-114.19675406,146.30570000
-114.17627406,155.00350000
-114.15579406,168.05020000
-114.13531406,172.39900000
-114.11483406,172.39900000
-114.09435406,163.70130000
-114.07387406,155.00350000
-114.05339406,141.95680000
-114.03291406,128.92540000
-114.01243406,120.22770000
-113.99195406,120.22770000
-113.97147406,124.57650000
-113.95099406,133.27430000
-113.93051406,146.30570000
-113.91003406,159.35240000
-113.88955406,168.05020000
-113.86907406,172.39900000
-113.84859406,172.39900000
-113.82811406,163.70130000
-113.80763406,155.00350000
-113.78715406,141.95680000
-113.76667407,128.92540000
-113.74619407,120.22770000
-113.72571407,120.22770000
-113.70523407,120.22770000
-113.68475407,128.92540000
-113.66427407,137.62320000
-113.64379407,155.00350000
-113.62331407,168.05020000
-113.60283407,172.39900000
-113.58235407,172.39900000
-113.56187407,168.05020000
-113.54139407,159.35240000
-113.52091407,146.30570000
-113.50043407,137.62320000
-113.47995407,124.57650000
-113.45947407,120.22770000
-113.43899407,120.22770000
-113.41851407,124.57650000
-113.39803407,137.62320000
-113.37755407,150.65460000
-113.35707407,159.35240000
-113.33659407,168.05020000
-113.31611407,172.39900000
-113.29563407,172.39900000
-113.27515407,168.05020000
-113.25467407,155.00350000
-113.23419407,141.95680000
-113.21371407,133.27430000
-113.19323407,120.22770000
-113.17275407,120.22770000
-113.15227407,124.57650000
-113.13179407,128.92540000
-113.11131407,137.62320000
-113.09083407,150.65460000
-113.07035407,163.70130000
-113.04987407,172.39900000
-113.02939407,172.39900000
-113.00891407,172.39900000
-112.98843407,163.70130000
-112.96795407,155.00350000
-112.94747407,141.95680000
-112.92699407,128.92540000
-112.90651407,120.22770000
-112.88603407,120.22770000
-112.86555407,120.22770000
-112.84507407,128.92540000
-112.82459407,137.62320000
-112.80411407,150.65460000
-112.78363407,163.70130000
-112.76315407,172.39900000
-112.74267407,172.39900000
-112.72219407,172.39900000
-112.70171407,168.05020000
-112.68123407,155.00350000
-112.66075407,141.95680000
-112.64027407,133.27430000
-112.61979407,120.22770000
-112.59931407,120.22770000
-112.57883407,120.22770000
-112.55835407,124.57650000
-112.53787407,137.62320000
-112.51739407,150.65460000
-112.49691407,159.35240000
-112.47643407,168.05020000
-112.45595407,172.39900000
-112.43547407,172.39900000
-112.41499407,168.05020000
-112.39451407,159.35240000
-112.37403407,146.30570000
-112.35355407,137.62320000
-112.33307407,124.57650000
-112.31259407,120.22770000
-112.29211407,120.22770000
-112.27163407,124.57650000
-112.25115407,133.27430000
-112.23067407,141.95680000
-112.21019407,155.00350000
-112.18971407,163.70130000
-112.16923407,172.39900000
-112.14875407,172.39900000
-112.12827408,168.05020000
-112.10779408,163.70130000
-112.08731408,150.65460000
-112.06683408,137.62320000
-112.04635408,128.92540000
-112.02587408,120.22770000
-112.00539408,120.22770000
-111.98491408,120.22770000
-111.96443408,128.92540000
-111.94395408,137.62320000
-111.92347408,150.65460000
-111.90299408,159.35240000
-111.88251408,168.05020000
-111.86203408,172.39900000
-111.84155408,172.39900000
-111.82107408,168.05020000
-111.80059408,159.35240000
-111.78011408,150.65460000
-111.75963408,137.62320000
-111.73915408,124.57650000
-111.71867408,120.22770000
-111.69819408,115.87880000
-111.67771408,120.22770000
-111.65723408,128.92540000
-111.63675408,137.62320000
-111.61627408,150.65460000
-111.59579408,159.35240000
-111.57531408,172.39900000
-111.55483408,172.39900000
-111.53435408,172.39900000
-111.51387408,168.05020000
-111.49339408,159.35240000
-111.47291408,146.30570000
-111.45243408,137.62320000
-111.43195408,124.57650000
-111.41147408,120.22770000
-111.39099408,120.22770000
-111.37051408,120.22770000
-111.35003408,128.92540000
-111.32955408,137.62320000
-111.30907408,150.65460000
-111.28859408,159.35240000
-111.26811408,172.39900000
-111.24763408,172.39900000
-111.22715408,176.74790000
-111.20667408,172.39900000
-111.18619408,163.70130000
-111.16571408,150.65460000
-111.14523408,137.62320000
-111.12475408,128.92540000
-111.10427408,120.22770000
-111.08379408,115.87880000
-111.06331408,115.87880000
-111.04283408,124.57650000
-111.02235408,133.27430000
-111.00187408,146.30570000
-110.98139408,159.35240000
-110.96091408,168.05020000
-110.94043408,172.39900000
-110.91995408,176.74790000
-110.89947408,172.39900000
-110.87899408,168.05020000
-110.85851408,159.35240000
-110.83803408,150.65460000
-110.81755408,137.62320000
-110.79707408,124.57650000
-110.77659408,120.22770000
-110.75611408,120.22770000
-110.73563408,120.22770000
-110.71515408,124.57650000
-110.69467408,133.27430000
-110.67419408,141.95680000
-110.65371408,155.00350000
-110.63323408,168.05020000
-110.61275408,172.39900000
-110.59227408,176.74790000
-110.57179408,172.39900000
-110.55131408,168.05020000
-110.53083408,159.35240000
-110.51035408,150.65460000
-110.48987409,137.62320000
-110.46939409,128.92540000
-110.44891409,120.22770000
-110.42843409,115.87880000
-110.40795409,115.87880000
-110.38747409,124.57650000
-110.36699409,133.27430000
-110.34651409,141.95680000
-110.32603409,155.00350000
-110.30555409,163.70130000
-110.28507409,172.39900000
-110.26459409,176.74790000
-110.24411409,172.39900000
-110.22363409,172.39900000
-110.20315409,163.70130000
-110.18267409,150.65460000
-110.16219409,141.95680000
-110.14171409,133.27430000
-110.12123409,120.22770000
-110.10075409,120.22770000
-110.08027409,120.22770000
-110.05979409,120.22770000
-110.03931409,124.57650000
-110.01883409,137.62320000
-109.99835409,150.65460000
-109.97787409,159.35240000
-109.95739409,168.05020000
-109.93691409,172.39900000
-109.91643409,176.74790000
-109.89595409,172.39900000
-109.87547409,172.39900000
-109.85499409,159.35240000
-109.83451409,146.30570000
-109.81403409,137.62320000
-109.79355409,128.92540000
-109.77307409,120.22770000
-109.75259409,115.87880000
-109.73211409,115.87880000
-109.71163409,120.22770000
-109.69115409,128.92540000
-109.67067409,137.62320000
-109.65019409,150.65460000
-109.62971409,159.35240000
-109.60923409,168.05020000
-109.58875409,172.39900000
-109.56827409,176.74790000
-109.54779409,172.39900000
-109.52731409,172.39900000
-109.50683409,159.35240000
-109.48635409,150.65460000
-109.46587409,137.62320000
-109.44539409,128.92540000
-109.42491409,120.22770000
-109.40443409,115.87880000
-109.38395409,115.87880000
-109.36347409,120.22770000
-109.34299409,124.57650000
-109.32251409,137.62320000
-109.30203409,146.30570000
-109.28155409,155.00350000
-109.26107409,168.05020000
-109.24059409,172.39900000
-109.22011409,176.74790000
-109.19963409,176.74790000
-109.17915409,172.39900000
-109.15867409,168.05020000
-109.13819409,155.00350000
-109.11771409,141.95680000
-109.09723409,133.27430000
-109.07675409,124.57650000
-109.05627409,120.22770000
-109.03579409,115.87880000
-109.01531409,115.87880000
-108.99483409,120.22770000
-108.97435409,124.57650000
-108.95387409,137.62320000
-108.93339409,150.65460000
-108.91291409,159.35240000
-108.89243409,168.05020000
-108.87195409,172.39900000
-108.85147409,176.74790000
-108.83099410,176.74790000
-108.81051410,172.39900000
-108.79003410,163.70130000
-108.76955410,155.00350000
-108.74907410,146.30570000
-108.72859410,133.27430000
-108.70811410,124.57650000
-108.68763410,115.87880000
-108.66715410,115.87880000
-108.64667410,115.87880000
-108.62619410,120.22770000
-108.60571410,128.92540000
-108.58523410,137.62320000
-108.56475410,146.30570000
-108.54427410,155.00350000
-108.52379410,168.05020000
-108.50331410,172.39900000
-108.48283410,176.74790000
-108.46235410,176.74790000
-108.44187410,172.39900000
-108.42139410,168.05020000
-108.40091410,159.35240000
-108.38043410,150.65460000
-108.35995410,141.95680000
-108.33947410,133.27430000
-108.31899410,124.57650000
-108.29851410,115.87880000
-108.27803410,115.87880000
-108.25755410,115.87880000
-108.23707410,120.22770000
-108.21659410,128.92540000
-108.19611410,137.62320000
-108.17563410,150.65460000
-108.15515410,159.35240000
-108.13467410,168.05020000
-108.11419410,172.39900000
-108.09371410,181.09680000
-108.07323410,176.74790000
-108.05275410,176.74790000
-108.03227410,168.05020000
-108.01179410,159.35240000
-107.99131410,150.65460000
-107.97083410,141.95680000
-107.95035410,133.27430000
-107.92987410,124.57650000
-107.90939410,115.87880000
-107.88891410,115.87880000
-107.86843410,115.87880000
-107.84795410,120.22770000
-107.82747410,124.57650000
-107.80699410,133.27430000
-107.78651410,141.95680000
-107.76603410,155.00350000
-107.74555410,163.70130000
-107.72507410,172.39900000
-107.70459410,176.74790000
-107.68411410,181.09680000
-107.66363410,176.74790000
-107.64315410,172.39900000
-107.62267410,168.05020000
-107.60219410,159.35240000
-107.58171410,150.65460000
-107.56123410,137.62320000
-107.54075410,128.92540000
-107.52027410,120.22770000
-107.49979410,115.87880000
-107.47931410,115.87880000
-107.45883410,115.87880000
-107.43835410,120.22770000
-107.41787410,124.57650000
-107.39739410,133.27430000
-107.37691410,146.30570000
-107.35643410,155.00350000
-107.33595410,163.70130000
-107.31547410,172.39900000
-107.29499410,176.74790000
-107.27451410,181.09680000
-107.25403410,176.74790000
-107.23355410,176.74790000
-107.21307410,172.39900000
-107.19259411,163.70130000
-107.17211411,150.65460000
-107.15163411,137.62320000
-107.13115411,133.27430000
-107.11067411,124.57650000
-107.09019411,115.87880000
-107.06971411,111.52990000
-107.04923411,115.87880000
-107.02875411,115.87880000
-107.00827411,120.22770000
-106.98779411,128.92540000
-106.96731411,137.62320000
-106.94683411,146.30570000
-106.92635411,155.00350000
-106.90587411,168.05020000
-106.88539411,172.39900000
-106.86491411,176.74790000
-106.84443411,181.09680000
-106.82395411,181.09680000
-106.80347411,176.74790000
-106.78299411,172.39900000
-106.76251411,163.70130000
-106.74203411,155.00350000
-106.72155411,141.95680000
-106.70107411,133.27430000
-106.68059411,124.57650000
-106.66011411,120.22770000
-106.63963411,115.87880000
-106.61915411,111.52990000
-106.59867411,111.52990000
-106.57819411,120.22770000
-106.55771411,124.57650000
-106.53723411,133.27430000
-106.51675411,141.95680000
-106.49627411,150.65460000
-106.47579411,163.70130000
-106.45531411,172.39900000
-106.43483411,172.39900000
-106.41435411,176.74790000
-106.39387411,181.09680000
-106.37339411,176.74790000
-106.35291411,172.39900000
-106.33243411,168.05020000
-106.31195411,159.35240000
-106.29147411,150.65460000
-106.27099411,141.95680000
-106.25051411,133.27430000
-106.23003411,124.57650000
-106.20955411,115.87880000
-106.18907411,111.52990000
-106.16859411,111.52990000
-106.14811411,115.87880000
-106.12763411,115.87880000
-106.10715411,120.22770000
-106.08667411,128.92540000
-106.06619411,137.62320000
-106.04571411,150.65460000
-106.02523411,155.00350000
-106.00475411,168.05020000
-105.98427411,172.39900000
-105.96379411,176.74790000
-105.94331411,181.09680000
-105.92283411,181.09680000
-105.90235411,176.74790000
-105.88187411,172.39900000
-105.86139411,168.05020000
-105.84091411,155.00350000
-105.82043411,150.65460000
-105.79995411,137.62320000
-105.77947411,128.92540000
-105.75899411,120.22770000
-105.73851411,115.87880000
-105.71803411,111.52990000
-105.69755411,111.52990000
-105.67707411,111.52990000
-105.65659411,115.87880000
-105.63611411,120.22770000
-105.61563411,128.92540000
-105.59515411,137.62320000
-105.57467411,146.30570000
-105.55419412,155.00350000
-105.53371412,163.70130000
-105.51323412,172.39900000
-105.49275412,176.74790000
-105.47227412,181.09680000
-105.45179412,181.09680000
-105.43131412,181.09680000
-105.41083412,176.74790000
-105.39035412,172.39900000
-105.36987412,163.70130000
-105.34939412,155.00350000
-105.32891412,150.65460000
-105.30843412,137.62320000
-105.28795412,133.27430000
-105.26747412,124.57650000
-105.24699412,120.22770000
-105.22651412,111.52990000
-105.20603412,111.52990000
-105.18555412,111.52990000
-105.16507412,111.52990000
-105.14459412,120.22770000
-105.12411412,124.57650000
-105.10363412,133.27430000
-105.08315412,137.62320000
-105.06267412,150.65460000
-105.04219412,155.00350000
-105.02171412,168.05020000
-105.00123412,172.39900000
-104.98075412,176.74790000
-104.96027412,181.09680000
-104.93979412,181.09680000
-104.91931412,181.09680000
-104.89883412,181.09680000
-104.87835412,172.39900000
-104.85787412,168.05020000
-104.83739412,159.35240000
-104.81691412,150.65460000
-104.79643412,137.62320000
-104.77595412,133.27430000
-104.75547412,124.57650000
-104.73499412,120.22770000
-104.71451412,111.52990000
-104.69403412,111.52990000
-104.67355412,107.18100000
-104.65307412,111.52990000
-104.63259412,115.87880000
-104.61211412,120.22770000
-104.59163412,128.92540000
-104.57115412,137.62320000
-104.55067412,141.95680000
-104.53019412,150.65460000
-104.50971412,163.70130000
-104.48923412,168.05020000
-104.46875412,176.74790000
-104.44827412,176.74790000
-104.42779412,181.09680000
-104.40731412,185.44570000
-104.38683412,181.09680000
-104.36635412,176.74790000
-104.34587412,172.39900000
-104.32539412,168.05020000
-104.30491412,159.35240000
-104.28443412,150.65460000
-104.26395412,141.95680000
-104.24347412,137.62320000
-104.22299412,128.92540000
-104.20251412,120.22770000
-104.18203412,115.87880000
-104.16155412,111.52990000
-104.14107412,107.18100000
-104.12059412,107.18100000
-104.10011412,107.18100000
-104.07963412,111.52990000
-104.05915412,115.87880000
-104.03867412,124.57650000
-104.01819412,128.92540000
-103.99771412,137.62320000
-103.97723412,146.30570000
-103.95675412,155.00350000
-103.93627412,163.70130000
-103.91579412,172.39900000
-103.89531413,176.74790000
-103.87483413,181.09680000
-103.85435413,185.44570000
-103.83387413,185.44570000
-103.81339413,185.44570000
-103.79291413,181.09680000
-103.77243413,176.74790000
-103.75195413,172.39900000
-103.73147413,163.70130000
-103.71099413,155.00350000
-103.69051413,146.30570000
-103.67003413,137.62320000
-103.64955413,133.27430000
-103.62907413,124.57650000
-103.60859413,120.22770000
-103.58811413,115.87880000
-103.56763413,111.52990000
-103.54715413,107.18100000
-103.52667413,107.18100000
-103.50619413,111.52990000
-103.48571413,111.52990000
-103.46523413,115.87880000
-103.44475413,120.22770000
-103.42427413,128.92540000
-103.40379413,137.62320000
-103.38331413,146.30570000
-103.36283413,155.00350000
-103.34235413,159.35240000
-103.32187413,168.05020000
-103.30139413,172.39900000
-103.28091413,181.09680000
-103.26043413,181.09680000
-103.23995413,185.44570000
-103.21947413,185.44570000
-103.19899413,185.44570000
-103.17851413,176.74790000
-103.15803413,176.74790000
-103.13755413,172.39900000
-103.11707413,163.70130000
-103.09659413,159.35240000
-103.07611413,150.65460000
-103.05563413,141.95680000
-103.03515413,133.27430000
-103.01467413,128.92540000
-102.99419413,120.22770000
-102.97371413,115.87880000
-102.95323413,111.52990000
-102.93275413,107.18100000
-102.91227413,107.18100000
-102.89179413,107.18100000
-102.87131413,107.18100000
-102.85083413,111.52990000
-102.83035413,115.87880000
-102.80987413,120.22770000
-102.78939413,128.92540000
-102.76891413,133.27430000
-102.74843413,146.30570000
-102.72795413,150.65460000
-102.70747413,155.00350000
-102.68699413,163.70130000
-102.66651413,172.39900000
-102.64603413,176.74790000
-102.62555413,181.09680000
-102.60507413,185.44570000
-102.58459413,185.44570000
-102.56411413,185.44570000
-102.54363413,185.44570000
-102.52315413,181.09680000
-102.50267413,176.74790000
-102.48219413,172.39900000
-102.46171413,168.05020000
-102.44123413,163.70130000
-102.42075413,155.00350000
-102.40027413,146.30570000
-102.37979413,137.62320000
-102.35931413,133.27430000
-102.33883413,124.57650000
-102.31835413,120.22770000
-102.29787413,115.87880000
-102.27739413,111.52990000
-102.25691414,107.18100000
-102.23643414,107.18100000
-102.21595414,102.83210000
-102.19547414,102.83210000
-102.17499414,107.18100000
-102.15451414,111.52990000
-102.13403414,115.87880000
-102.11355414,120.22770000
-102.09307414,124.57650000
-102.07259414,133.27430000
-102.05211414,137.62320000
-102.03163414,146.30570000
-102.01115414,155.00350000
-101.99067414,159.35240000
-101.97019414,163.70130000
-101.94971414,172.39900000
-101.92923414,172.39900000
-101.90875414,181.09680000
-101.88827414,185.44570000
-101.86779414,185.44570000
-101.84731414,189.79460000
-101.82683414,189.79460000
-101.80635414,185.44570000
-101.78587414,185.44570000
-101.76539414,181.09680000
-101.74491414,176.74790000
-101.72443414,172.39900000
-101.70395414,168.05020000
-101.68347414,159.35240000
-101.66299414,155.00350000
-101.64251414,146.30570000
-101.62203414,141.95680000
-101.60155414,137.62320000
-101.58107414,128.92540000
-101.56059414,120.22770000
-101.54011414,120.22770000
-101.51963414,115.87880000
-101.49915414,111.52990000
-101.47867414,107.18100000
-101.45819414,102.83210000
-101.43771414,102.83210000
-101.41723414,107.18100000
-101.39675414,102.83210000
-101.37627414,107.18100000
-101.35579414,111.52990000
-101.33531414,115.87880000
-101.31483414,120.22770000
-101.29435414,124.57650000
-101.27387414,133.27430000
-101.25339414,137.62320000
-101.23291414,141.95680000
-101.21243414,150.65460000
-101.19195414,155.00350000
-101.17147414,163.70130000
-101.15099414,168.05020000
-101.13051414,172.39900000
-101.11003414,176.74790000
-101.08955414,181.09680000
-101.06907414,185.44570000
-101.04859414,185.44570000
-101.02811414,189.79460000
-101.00763414,189.79460000
-100.98715414,189.79460000
-100.96667414,185.44570000
-100.94619414,189.79460000
-100.92571414,181.09680000
-100.90523414,181.09680000
-100.88475414,176.74790000
-100.86427414,172.39900000
-100.84379414,168.05020000
-100.82331414,159.35240000
-100.80283414,155.00350000
-100.78235414,150.65460000
-100.76187414,141.95680000
-100.74139414,137.62320000
-100.72091414,133.27430000
-100.70043414,124.57650000
-100.67995414,120.22770000
-100.65947414,115.87880000
-100.63899414,115.87880000
-100.61851415,111.52990000
-100.59803415,107.18100000
-100.57755415,102.83210000
-100.55707415,102.83210000
-100.53659415,102.83210000
-100.51611415,102.83210000
-100.49563415,102.83210000
-100.47515415,107.18100000
-100.45467415,107.18100000
-100.43419415,111.52990000
-100.41371415,115.87880000
-100.39323415,120.22770000
-100.37275415,120.22770000
-100.35227415,128.92540000
-100.33179415,133.27430000
-100.31131415,137.62320000
-100.29083415,141.95680000
-100.27035415,150.65460000
-100.24987415,155.00350000
-100.22939415,159.35240000
-100.20891415,163.70130000
-100.18843415,172.39900000
-100.16795415,172.39900000
-100.14747415,176.74790000
-100.12699415,181.09680000
-100.10651415,185.44570000
-100.08603415,189.79460000
-100.06555415,189.79460000
-100.04507415,189.79460000
-100.02459415,189.79460000
-100.00411415,189.79460000
-99.98363415,189.79460000
-99.96315415,189.79460000
-99.94267415,189.79460000
-99.92219415,185.44570000
-99.90171415,181.09680000
-99.88123415,181.09680000
-99.86075415,176.74790000
-99.84027415,172.39900000
-99.81979415,168.05020000
-99.79931415,168.05020000
-99.77883415,159.35240000
-99.75835415,155.00350000
-99.73787415,150.65460000
-99.71739415,146.30570000
-99.69691415,141.95680000
-99.67643415,137.62320000
-99.65595415,133.27430000
-99.63547415,128.92540000
-99.61499415,124.57650000
-99.59451415,120.22770000
-99.57403415,115.87880000
-99.55355415,111.52990000
-99.53307415,111.52990000
-99.51259415,107.18100000
-99.49211415,102.83210000
-99.47163415,102.83210000
-99.45115415,102.83210000
-99.43067415,102.83210000
-99.41019415,102.83210000
-99.38971415,98.48322000
-99.36923415,102.83210000
-99.34875415,98.48322000
-99.32827415,102.83210000
-99.30779415,102.83210000
-99.28731415,107.18100000
-99.26683415,107.18100000
-99.24635415,111.52990000
-99.22587415,115.87880000
-99.20539415,115.87880000
-99.18491415,120.22770000
-99.16443415,124.57650000
-99.14395415,128.92540000
-99.12347415,133.27430000
-99.10299415,137.62320000
-99.08251415,137.62320000
-99.06203415,146.30570000
-99.04155415,150.65460000
-99.02107415,155.00350000
-99.00059415,155.00350000
-98.98011415,159.35240000
-98.95963416,168.05020000
-98.93915416,168.05020000
-98.91867416,172.39900000
-98.89819416,176.74790000
-98.87771416,176.74790000
-98.85723416,181.09680000
-98.83675416,185.44570000
-98.81627416,185.44570000
-98.79579416,185.44570000
-98.77531416,189.79460000
-98.75483416,189.79460000
-98.73435416,189.79460000
-98.71387416,189.79460000
-98.69339416,194.14350000
-98.67291416,194.14350000
-98.65243416,194.14350000
-98.63195416,194.14350000
-98.61147416,189.79460000
-98.59099416,189.79460000
-98.57051416,189.79460000
-98.55003416,189.79460000
-98.52955416,185.44570000
-98.50907416,185.44570000
-98.48859416,181.09680000
-98.46811416,181.09680000
-98.44763416,176.74790000
-98.42715416,172.39900000
-98.40667416,172.39900000
-98.38619416,172.39900000
-98.36571416,168.05020000
-98.34523416,163.70130000
-98.32475416,159.35240000
-98.30427416,159.35240000
-98.28379416,155.00350000
-98.26331416,150.65460000
-98.24283416,150.65460000
-98.22235416,146.30570000
-98.20187416,141.95680000
-98.18139416,137.62320000
-98.16091416,137.62320000
-98.14043416,133.27430000
-98.11995416,128.92540000
-98.09947416,128.92540000
-98.07899416,124.57650000
-98.05851416,124.57650000
-98.03803416,120.22770000
-98.01755416,120.22770000
-97.99707416,115.87880000
-97.97659416,111.52990000
-97.95611416,111.52990000
-97.93563416,107.18100000
-97.91515416,107.18100000
-97.89467416,102.83210000
-97.87419416,107.18100000
-97.85371416,102.83210000
-97.83323416,102.83210000
-97.81275416,102.83210000
-97.79227416,102.83210000
-97.77179416,98.48322000
-97.75131416,98.48322000
-97.73083416,98.48322000
-97.71035416,98.48322000
-97.68987416,98.48322000
-97.66939416,98.48322000
-97.64891416,98.48322000
-97.62843416,98.48322000
-97.60795416,98.48322000
-97.58747416,98.48322000
-97.56699416,102.83210000
-97.54651416,98.48322000
-97.52603416,98.48322000
-97.50555416,98.48322000
-97.48507416,102.83210000
-97.46459416,102.83210000
-97.44411416,102.83210000
-97.42363416,107.18100000
-97.40315416,102.83210000
-97.38267416,107.18100000
-97.36219416,107.18100000
-97.34171416,107.18100000
-97.32123417,111.52990000
-97.30075417,111.52990000
-97.28027417,111.52990000
-97.25979417,111.52990000
-97.23931417,115.87880000
-97.21883417,115.87880000
-97.19835417,120.22770000
-97.17787417,120.22770000
-97.15739417,120.22770000
-97.13691417,124.57650000
-97.11643417,124.57650000
-97.09595417,124.57650000
-97.07547417,124.57650000
-97.05499417,128.92540000
-97.03451417,128.92540000
-97.01403417,133.27430000
-96.99355417,133.27430000
-96.97307417,133.27430000
-96.95259417,137.62320000
-96.93211417,137.62320000
-96.91163417,137.62320000
-96.89115417,137.62320000
-96.87067417,137.62320000
-96.85019417,141.95680000
-96.82971417,141.95680000
-96.80923417,146.30570000
-96.78875417,146.30570000
-96.76827417,146.30570000
-96.74779417,146.30570000
-96.72731417,150.65460000
-96.70683417,150.65460000
-96.68635417,150.65460000
-96.66587417,150.65460000
-96.64539417,150.65460000
-96.62491417,150.65460000
-96.60443417,155.00350000
-96.58395417,155.00350000
-96.56347417,155.00350000
-96.54299417,155.00350000
-96.52251417,155.00350000
-96.50203417,155.00350000
-96.48155417,159.35240000
-96.46107417,159.35240000
-96.44059417,159.35240000
-96.42011417,155.00350000
-96.39963417,159.35240000
-96.37915417,159.35240000
-96.35867417,163.70130000
-96.33819417,163.70130000
-96.31771417,163.70130000
-96.29723417,163.70130000
-96.27675417,168.05020000
-96.25627417,163.70130000
-96.23579417,163.70130000
-96.21531417,163.70130000
-96.19483417,163.70130000
-96.17435417,168.05020000
-96.15387417,168.05020000
-96.13339417,168.05020000
-96.11291417,168.05020000
-96.09243417,168.05020000
-96.07195417,168.05020000
-96.05147417,168.05020000
-96.03099417,168.05020000
-96.01051417,168.05020000
