Time,Channel A
-116.38891126,159.35240000
-116.36843126,146.30570000
-116.34795126,128.92540000
-116.32747126,124.57650000
-116.30699126,124.57650000
-116.28651126,133.27430000
-116.26603126,146.30570000
-116.24555126,163.70130000
-116.22507126,172.39900000
-116.20459126,176.74790000
-116.18411126,168.05020000
-116.16363126,159.35240000
-116.14315126,141.95680000
-116.12267126,128.92540000
-116.10219126,120.22770000
-116.08171126,124.57650000
-116.06123126,137.62320000
-116.04075126,150.65460000
-116.02027126,168.05020000
-115.99979126,172.39900000
-115.97931126,176.74790000
-115.95883126,172.39900000
-115.93835126,159.35240000
-115.91787126,141.95680000
-115.89739126,128.92540000
-115.87691126,120.22770000
-115.85643126,124.57650000
-115.83595126,137.62320000
-115.81547126,150.65460000
-115.79499126,163.70130000
-115.77451127,172.39900000
-115.75403127,176.74790000
-115.73355127,172.39900000
-115.71307127,159.35240000
-115.69259127,141.95680000
-115.67211127,128.92540000
-115.65163127,120.22770000
-115.63115127,124.57650000
-115.61067127,137.62320000
-115.59019127,150.65460000
-115.56971127,163.70130000
-115.54923127,172.39900000
-115.52875127,176.74790000
-115.50827127,168.05020000
-115.48779127,155.00350000
-115.46731127,141.95680000
-115.44683127,128.92540000
-115.42635127,120.22770000
-115.40587127,124.57650000
-115.38539127,137.62320000
-115.36491127,150.65460000
-115.34443127,163.70130000
-115.32395127,172.39900000
-115.30347127,176.74790000
-115.28299127,172.39900000
-115.26251127,159.35240000
-115.24203127,146.30570000
-115.22155127,133.27430000
-115.20107127,120.22770000
-115.18059127,124.57650000
-115.16011127,133.27430000
-115.13963127,146.30570000
-115.11915127,159.35240000
-115.09867127,172.39900000
-115.07819127,176.74790000
-115.05771127,172.39900000
-115.03723127,168.05020000
-115.01675127,150.65460000
-114.99627127,137.62320000
-114.97579127,124.57650000
-114.95531127,120.22770000
-114.93483127,128.92540000
-114.91435127,137.62320000
-114.89387127,155.00350000
-114.87339127,168.05020000
-114.85291127,176.74790000
-114.83243127,176.74790000
-114.81195127,168.05020000
-114.79147127,155.00350000
-114.77099127,141.95680000
-114.75051127,128.92540000
-114.73003127,120.22770000
-114.70955127,124.57650000
-114.68907127,128.92540000
-114.66859127,146.30570000
-114.64811127,159.35240000
-114.62763127,172.39900000
-114.60715127,176.74790000
-114.58667127,172.39900000
-114.56619127,163.70130000
-114.54571127,150.65460000
-114.52523127,137.62320000
-114.50475127,124.57650000
-114.48427127,120.22770000
-114.46379127,124.57650000
-114.44331127,137.62320000
-114.42283127,150.65460000
-114.40235127,163.70130000
-114.38187127,176.74790000
-114.36139127,176.74790000
-114.34091127,172.39900000
-114.32043127,163.70130000
-114.29995127,146.30570000
-114.27947127,133.27430000
-114.25899127,124.57650000
-114.23851127,120.22770000
-114.21803127,128.92540000
-114.19755127,137.62320000
-114.17707127,155.00350000
-114.15659127,168.05020000
-114.13611128,176.74790000
-114.11563128,176.74790000
-114.09515128,172.39900000
-114.07467128,159.35240000
-114.05419128,141.95680000
-114.03371128,133.27430000
-114.01323128,120.22770000
-113.99275128,120.22770000
-113.97227128,128.92540000
-113.95179128,141.95680000
-113.93131128,155.00350000
-113.91083128,168.05020000
-113.89035128,176.74790000
-113.86987128,176.74790000
-113.84939128,172.39900000
-113.82891128,155.00350000
-113.80843128,141.95680000
-113.78795128,128.92540000
-113.76747128,120.22770000
-113.74699128,120.22770000
-113.72651128,128.92540000
-113.70603128,137.62320000
-113.68555128,155.00350000
-113.66507128,168.05020000
-113.64459128,176.74790000
-113.62411128,176.74790000
-113.60363128,172.39900000
-113.58315128,159.35240000
-113.56267128,141.95680000
-113.54219128,133.27430000
-113.52171128,120.22770000
-113.50123128,120.22770000
-113.48075128,124.57650000
-113.46027128,137.62320000
-113.43979128,155.00350000
-113.41931128,168.05020000
-113.39883128,172.39900000
-113.37835128,176.74790000
-113.35787128,172.39900000
-113.33739128,163.70130000
-113.31691128,150.65460000
-113.29643128,133.27430000
-113.27595128,124.57650000
-113.25547128,120.22770000
-113.23499128,120.22770000
-113.21451128,133.27430000
-113.19403128,146.30570000
-113.17355128,159.35240000
-113.15307128,172.39900000
-113.13259128,181.09680000
-113.11211128,176.74790000
-113.09163128,168.05020000
-113.07115128,155.00350000
-113.05067128,141.95680000
-113.03019128,128.92540000
-113.00971128,120.22770000
-112.98923128,120.22770000
-112.96875128,128.92540000
-112.94827128,137.62320000
-112.92779128,155.00350000
-112.90731128,168.05020000
-112.88683128,176.74790000
-112.86635128,181.09680000
-112.84587128,172.39900000
-112.82539128,163.70130000
-112.80491128,150.65460000
-112.78443128,137.62320000
-112.76395128,124.57650000
-112.74347128,120.22770000
-112.72299128,120.22770000
-112.70251128,128.92540000
-112.68203128,141.95680000
-112.66155128,155.00350000
-112.64107128,168.05020000
-112.62059128,176.74790000
-112.60011128,176.74790000
-112.57963128,172.39900000
-112.55915128,163.70130000
-112.53867128,150.65460000
-112.51819128,137.62320000
-112.49771128,124.57650000
-112.47723129,120.22770000
-112.45675129,120.22770000
-112.43627129,133.27430000
-112.41579129,141.95680000
-112.39531129,159.35240000
-112.37483129,172.39900000
-112.35435129,176.74790000
-112.33387129,176.74790000
-112.31339129,172.39900000
-112.29291129,163.70130000
-112.27243129,150.65460000
-112.25195129,137.62320000
-112.23147129,124.57650000
-112.21099129,120.22770000
-112.19051129,120.22770000
-112.17003129,128.92540000
-112.14955129,141.95680000
-112.12907129,155.00350000
-112.10859129,168.05020000
-112.08811129,176.74790000
-112.06763129,181.09680000
-112.04715129,176.74790000
-112.02667129,163.70130000
-112.00619129,155.00350000
-111.98571129,137.62320000
-111.96523129,128.92540000
-111.94475129,120.22770000
-111.92427129,120.22770000
-111.90379129,128.92540000
-111.88331129,137.62320000
-111.86283129,155.00350000
-111.84235129,163.70130000
-111.82187129,176.74790000
-111.80139129,181.09680000
-111.78091129,176.74790000
-111.76043129,168.05020000
-111.73995129,155.00350000
-111.71947129,141.95680000
-111.69899129,133.27430000
-111.67851129,120.22770000
-111.65803129,120.22770000
-111.63755129,124.57650000
-111.61707129,133.27430000
-111.59659129,146.30570000
-111.57611129,159.35240000
-111.55563129,172.39900000
-111.53515129,181.09680000
-111.51467129,176.74790000
-111.49419129,172.39900000
-111.47371129,163.70130000
-111.45323129,150.65460000
-111.43275129,137.62320000
-111.41227129,128.92540000
-111.39179129,120.22770000
-111.37131129,120.22770000
-111.35083129,124.57650000
-111.33035129,137.62320000
-111.30987129,150.65460000
-111.28939129,163.70130000
-111.26891129,172.39900000
-111.24843129,176.74790000
-111.22795129,181.09680000
-111.20747129,172.39900000
-111.18699129,163.70130000
-111.16651129,150.65460000
-111.14603129,137.62320000
-111.12555129,128.92540000
-111.10507129,120.22770000
-111.08459129,120.22770000
-111.06411129,124.57650000
-111.04363129,137.62320000
-111.02315129,150.65460000
-111.00267129,159.35240000
-110.98219129,172.39900000
-110.96171129,181.09680000
-110.94123129,181.09680000
-110.92075129,172.39900000
-110.90027129,163.70130000
-110.87979129,155.00350000
-110.85931129,137.62320000
-110.83883130,128.92540000
-110.81835130,120.22770000
-110.79787130,120.22770000
-110.77739130,120.22770000
-110.75691130,133.27430000
-110.73643130,146.30570000
-110.71595130,155.00350000
-110.69547130,172.39900000
-110.67499130,176.74790000
-110.65451130,181.09680000
-110.63403130,176.74790000
-110.61355130,172.39900000
-110.59307130,159.35240000
-110.57259130,146.30570000
-110.55211130,133.27430000
-110.53163130,120.22770000
-110.51115130,120.22770000
-110.49067130,120.22770000
-110.47019130,128.92540000
-110.44971130,137.62320000
-110.42923130,150.65460000
-110.40875130,163.70130000
-110.38827130,172.39900000
-110.36779130,181.09680000
-110.34731130,181.09680000
-110.32683130,176.74790000
-110.30635130,168.05020000
-110.28587130,155.00350000
-110.26539130,141.95680000
-110.24491130,128.92540000
-110.22443130,120.22770000
-110.20395130,120.22770000
-110.18347130,120.22770000
-110.16299130,128.92540000
-110.14251130,137.62320000
-110.12203130,155.00350000
-110.10155130,168.05020000
-110.08107130,172.39900000
-110.06059130,181.09680000
-110.04011130,181.09680000
-110.01963130,176.74790000
-109.99915130,168.05020000
-109.97867130,155.00350000
-109.95819130,137.62320000
-109.93771130,128.92540000
-109.91723130,120.22770000
-109.89675130,115.87880000
-109.87627130,120.22770000
-109.85579130,128.92540000
-109.83531130,137.62320000
-109.81483130,155.00350000
-109.79435130,163.70130000
-109.77387130,172.39900000
-109.75339130,181.09680000
-109.73291130,181.09680000
-109.71243130,176.74790000
-109.69195130,168.05020000
-109.67147130,155.00350000
-109.65099130,141.95680000
-109.63051130,133.27430000
-109.61003130,120.22770000
-109.58955130,115.87880000
-109.56907130,120.22770000
-109.54859130,124.57650000
-109.52811130,133.27430000
-109.50763130,146.30570000
-109.48715130,159.35240000
-109.46667130,172.39900000
-109.44619130,176.74790000
-109.42571130,181.09680000
-109.40523130,181.09680000
-109.38475130,172.39900000
-109.36427130,163.70130000
-109.34379130,150.65460000
-109.32331130,137.62320000
-109.30283130,124.57650000
-109.28235130,120.22770000
-109.26187130,115.87880000
-109.24139130,120.22770000
-109.22091130,124.57650000
-109.20043130,137.62320000
-109.17995131,150.65460000
-109.15947131,163.70130000
-109.13899131,172.39900000
-109.11851131,181.09680000
-109.09803131,185.44570000
-109.07755131,181.09680000
-109.05707131,172.39900000
-109.03659131,159.35240000
-109.01611131,150.65460000
-108.99563131,137.62320000
-108.97515131,128.92540000
-108.95467131,120.22770000
-108.93419131,115.87880000
-108.91371131,120.22770000
-108.89323131,128.92540000
-108.87275131,137.62320000
-108.85227131,146.30570000
-108.83179131,163.70130000
-108.81131131,172.39900000
-108.79083131,176.74790000
-108.77035131,185.44570000
-108.74987131,181.09680000
-108.72939131,172.39900000
-108.70891131,163.70130000
-108.68843131,155.00350000
-108.66795131,137.62320000
-108.64747131,128.92540000
-108.62699131,120.22770000
-108.60651131,115.87880000
-108.58603131,120.22770000
-108.56555131,124.57650000
-108.54507131,133.27430000
-108.52459131,146.30570000
-108.50411131,159.35240000
-108.48363131,172.39900000
-108.46315131,181.09680000
-108.44267131,185.44570000
-108.42219131,185.44570000
-108.40171131,172.39900000
-108.38123131,168.05020000
-108.36075131,155.00350000
-108.34027131,141.95680000
-108.31979131,133.27430000
-108.29931131,120.22770000
-108.27883131,115.87880000
-108.25835131,115.87880000
-108.23787131,120.22770000
-108.21739131,128.92540000
-108.19691131,137.62320000
-108.17643131,150.65460000
-108.15595131,163.70130000
-108.13547131,172.39900000
-108.11499131,181.09680000
-108.09451131,185.44570000
-108.07403131,181.09680000
-108.05355131,172.39900000
-108.03307131,163.70130000
-108.01259131,150.65460000
-107.99211131,137.62320000
-107.97163131,128.92540000
-107.95115131,120.22770000
-107.93067131,115.87880000
-107.91019131,120.22770000
-107.88971131,120.22770000
-107.86923131,128.92540000
-107.84875131,137.62320000
-107.82827131,155.00350000
-107.80779131,163.70130000
-107.78731131,172.39900000
-107.76683131,181.09680000
-107.74635131,185.44570000
-107.72587131,185.44570000
-107.70539131,176.74790000
-107.68491131,168.05020000
-107.66443131,155.00350000
-107.64395131,141.95680000
-107.62347131,133.27430000
-107.60299131,120.22770000
-107.58251131,115.87880000
-107.56203131,115.87880000
-107.54155132,120.22770000
-107.52107132,124.57650000
-107.50059132,137.62320000
-107.48011132,146.30570000
-107.45963132,159.35240000
-107.43915132,172.39900000
-107.41867132,176.74790000
-107.39819132,185.44570000
-107.37771132,185.44570000
-107.35723132,176.74790000
-107.33675132,172.39900000
-107.31627132,163.70130000
-107.29579132,150.65460000
-107.27531132,137.62320000
-107.25483132,128.92540000
-107.23435132,120.22770000
-107.21387132,115.87880000
-107.19339132,115.87880000
-107.17291132,120.22770000
-107.15243132,128.92540000
-107.13195132,137.62320000
-107.11147132,150.65460000
-107.09099132,163.70130000
-107.07051132,172.39900000
-107.05003132,181.09680000
-107.02955132,185.44570000
-107.00907132,185.44570000
-106.98859132,181.09680000
-106.96811132,172.39900000
-106.94763132,159.35240000
-106.92715132,150.65460000
-106.90667132,137.62320000
-106.88619132,128.92540000
-106.86571132,120.22770000
-106.84523132,115.87880000
-106.82475132,115.87880000
-106.80427132,120.22770000
-106.78379132,124.57650000
-106.76331132,137.62320000
-106.74283132,150.65460000
-106.72235132,159.35240000
-106.70187132,172.39900000
-106.68139132,181.09680000
-106.66091132,185.44570000
-106.64043132,185.44570000
-106.61995132,181.09680000
-106.59947132,172.39900000
-106.57899132,163.70130000
-106.55851132,150.65460000
-106.53803132,137.62320000
-106.51755132,128.92540000
-106.49707132,120.22770000
-106.47659132,115.87880000
-106.45611132,115.87880000
-106.43563132,120.22770000
-106.41515132,124.57650000
-106.39467132,137.62320000
-106.37419132,146.30570000
-106.35371132,155.00350000
-106.33323132,168.05020000
-106.31275132,176.74790000
-106.29227132,181.09680000
-106.27179132,185.44570000
-106.25131132,185.44570000
-106.23083132,176.74790000
-106.21035132,168.05020000
-106.18987132,155.00350000
-106.16939132,146.30570000
-106.14891132,133.27430000
-106.12843132,124.57650000
-106.10795132,115.87880000
-106.08747132,115.87880000
-106.06699132,115.87880000
-106.04651132,120.22770000
-106.02603132,128.92540000
-106.00555132,137.62320000
-105.98507132,150.65460000
-105.96459132,159.35240000
-105.94411132,168.05020000
-105.92363132,176.74790000
-105.90315133,185.44570000
-105.88267133,185.44570000
-105.86219133,185.44570000
-105.84171133,176.74790000
-105.82123133,172.39900000
-105.80075133,159.35240000
-105.78027133,146.30570000
-105.75979133,137.62320000
-105.73931133,124.57650000
-105.71883133,120.22770000
-105.69835133,115.87880000
-105.67787133,111.52990000
-105.65739133,115.87880000
-105.63691133,120.22770000
-105.61643133,133.27430000
-105.59595133,137.62320000
-105.57547133,155.00350000
-105.55499133,163.70130000
-105.53451133,172.39900000
-105.51403133,181.09680000
-105.49355133,185.44570000
-105.47307133,189.79460000
-105.45259133,185.44570000
-105.43211133,176.74790000
-105.41163133,168.05020000
-105.39115133,155.00350000
-105.37067133,146.30570000
-105.35019133,137.62320000
-105.32971133,124.57650000
-105.30923133,120.22770000
-105.28875133,111.52990000
-105.26827133,111.52990000
-105.24779133,115.87880000
-105.22731133,120.22770000
-105.20683133,128.92540000
-105.18635133,137.62320000
-105.16587133,150.65460000
-105.14539133,163.70130000
-105.12491133,172.39900000
-105.10443133,181.09680000
-105.08395133,185.44570000
-105.06347133,189.79460000
-105.04299133,185.44570000
-105.02251133,181.09680000
-105.00203133,172.39900000
-104.98155133,163.70130000
-104.96107133,155.00350000
-104.94059133,137.62320000
-104.92011133,133.27430000
-104.89963133,120.22770000
-104.87915133,115.87880000
-104.85867133,111.52990000
-104.83819133,111.52990000
-104.81771133,115.87880000
-104.79723133,120.22770000
-104.77675133,133.27430000
-104.75627133,141.95680000
-104.73579133,155.00350000
-104.71531133,163.70130000
-104.69483133,172.39900000
-104.67435133,181.09680000
-104.65387133,185.44570000
-104.63339133,189.79460000
-104.61291133,185.44570000
-104.59243133,181.09680000
-104.57195133,172.39900000
-104.55147133,168.05020000
-104.53099133,155.00350000
-104.51051133,146.30570000
-104.49003133,133.27430000
-104.46955133,124.57650000
-104.44907133,120.22770000
-104.42859133,111.52990000
-104.40811133,111.52990000
-104.38763133,111.52990000
-104.36715133,115.87880000
-104.34667133,124.57650000
-104.32619133,133.27430000
-104.30571133,141.95680000
-104.28523133,155.00350000
-104.26475133,163.70130000
-104.24427134,172.39900000
-104.22379134,181.09680000
-104.20331134,185.44570000
-104.18283134,189.79460000
-104.16235134,189.79460000
-104.14187134,181.09680000
-104.12139134,176.74790000
-104.10091134,168.05020000
-104.08043134,159.35240000
-104.05995134,150.65460000
-104.03947134,137.62320000
-104.01899134,128.92540000
-103.99851134,120.22770000
-103.97803134,115.87880000
-103.95755134,111.52990000
-103.93707134,111.52990000
-103.91659134,115.87880000
-103.89611134,120.22770000
-103.87563134,124.57650000
-103.85515134,137.62320000
-103.83467134,146.30570000
-103.81419134,155.00350000
-103.79371134,168.05020000
-103.77323134,176.74790000
-103.75275134,181.09680000
-103.73227134,189.79460000
-103.71179134,189.79460000
-103.69131134,189.79460000
-103.67083134,185.44570000
-103.65035134,181.09680000
-103.62987134,172.39900000
-103.60939134,163.70130000
-103.58891134,155.00350000
-103.56843134,141.95680000
-103.54795134,128.92540000
-103.52747134,120.22770000
-103.50699134,115.87880000
-103.48651134,111.52990000
-103.46603134,107.18100000
-103.44555134,107.18100000
-103.42507134,115.87880000
-103.40459134,120.22770000
-103.38411134,128.92540000
-103.36363134,137.62320000
-103.34315134,146.30570000
-103.32267134,155.00350000
-103.30219134,168.05020000
-103.28171134,172.39900000
-103.26123134,181.09680000
-103.24075134,189.79460000
-103.22027134,189.79460000
-103.19979134,189.79460000
-103.17931134,189.79460000
-103.15883134,185.44570000
-103.13835134,172.39900000
-103.11787134,168.05020000
-103.09739134,159.35240000
-103.07691134,150.65460000
-103.05643134,137.62320000
-103.03595134,128.92540000
-103.01547134,120.22770000
-102.99499134,115.87880000
-102.97451134,111.52990000
-102.95403134,107.18100000
-102.93355134,107.18100000
-102.91307134,111.52990000
-102.89259134,115.87880000
-102.87211134,124.57650000
-102.85163134,133.27430000
-102.83115134,137.62320000
-102.81067134,150.65460000
-102.79019134,159.35240000
-102.76971134,172.39900000
-102.74923134,176.74790000
-102.72875134,185.44570000
-102.70827134,189.79460000
-102.68779134,189.79460000
-102.66731134,189.79460000
-102.64683134,189.79460000
-102.62635134,185.44570000
-102.60587135,181.09680000
-102.58539135,172.39900000
-102.56491135,163.70130000
-102.54443135,155.00350000
-102.52395135,141.95680000
-102.50347135,133.27430000
-102.48299135,124.57650000
-102.46251135,120.22770000
-102.44203135,111.52990000
-102.42155135,107.18100000
-102.40107135,107.18100000
-102.38059135,107.18100000
-102.36011135,107.18100000
-102.33963135,115.87880000
-102.31915135,120.22770000
-102.29867135,128.92540000
-102.27819135,137.62320000
-102.25771135,146.30570000
-102.23723135,155.00350000
-102.21675135,163.70130000
-102.19627135,172.39900000
-102.17579135,181.09680000
-102.15531135,185.44570000
-102.13483135,189.79460000
-102.11435135,194.14350000
-102.09387135,194.14350000
-102.07339135,189.79460000
-102.05291135,189.79460000
-102.03243135,185.44570000
-102.01195135,176.74790000
-101.99147135,168.05020000
-101.97099135,159.35240000
-101.95051135,150.65460000
-101.93003135,141.95680000
-101.90955135,133.27430000
-101.88907135,124.57650000
-101.86859135,115.87880000
-101.84811135,111.52990000
-101.82763135,107.18100000
-101.80715135,102.83210000
-101.78667135,107.18100000
-101.76619135,107.18100000
-101.74571135,111.52990000
-101.72523135,115.87880000
-101.70475135,120.22770000
-101.68427135,128.92540000
-101.66379135,137.62320000
-101.64331135,146.30570000
-101.62283135,155.00350000
-101.60235135,163.70130000
-101.58187135,172.39900000
-101.56139135,176.74790000
-101.54091135,185.44570000
-101.52043135,189.79460000
-101.49995135,189.79460000
-101.47947135,198.49240000
-101.45899135,194.14350000
-101.43851135,189.79460000
-101.41803135,185.44570000
-101.39755135,181.09680000
-101.37707135,176.74790000
-101.35659135,172.39900000
-101.33611135,159.35240000
-101.31563135,150.65460000
-101.29515135,146.30570000
-101.27467135,137.62320000
-101.25419135,124.57650000
-101.23371135,120.22770000
-101.21323135,115.87880000
-101.19275135,111.52990000
-101.17227135,107.18100000
-101.15179135,107.18100000
-101.13131135,102.83210000
-101.11083135,107.18100000
-101.09035135,107.18100000
-101.06987135,115.87880000
-101.04939135,120.22770000
-101.02891135,124.57650000
-101.00843135,133.27430000
-100.98795135,137.62320000
-100.96747136,150.65460000
-100.94699136,159.35240000
-100.92651136,168.05020000
-100.90603136,172.39900000
-100.88555136,181.09680000
-100.86507136,185.44570000
-100.84459136,189.79460000
-100.82411136,194.14350000
-100.80363136,198.49240000
-100.78315136,198.49240000
-100.76267136,194.14350000
-100.74219136,194.14350000
-100.72171136,189.79460000
-100.70123136,185.44570000
-100.68075136,176.74790000
-100.66027136,172.39900000
-100.63979136,163.70130000
-100.61931136,155.00350000
-100.59883136,146.30570000
-100.57835136,137.62320000
-100.55787136,133.27430000
-100.53739136,124.57650000
-100.51691136,120.22770000
-100.49643136,115.87880000
-100.47595136,107.18100000
-100.45547136,102.83210000
-100.43499136,102.83210000
-100.41451136,102.83210000
-100.39403136,102.83210000
-100.37355136,102.83210000
-100.35307136,107.18100000
-100.33259136,111.52990000
-100.31211136,115.87880000
-100.29163136,120.22770000
-100.27115136,133.27430000
-100.25067136,137.62320000
-100.23019136,141.95680000
-100.20971136,155.00350000
-100.18923136,159.35240000
-100.16875136,168.05020000
-100.14827136,172.39900000
-100.12779136,181.09680000
-100.10731136,185.44570000
-100.08683136,189.79460000
-100.06635136,194.14350000
-100.04587136,198.49240000
-100.02539136,198.49240000
-100.00491136,198.49240000
-99.98443136,198.49240000
-99.96395136,194.14350000
-99.94347136,189.79460000
-99.92299136,189.79460000
-99.90251136,185.44570000
-99.88203136,181.09680000
-99.86155136,172.39900000
-99.84107136,168.05020000
-99.82059136,159.35240000
-99.80011136,150.65460000
-99.77963136,141.95680000
-99.75915136,137.62320000
-99.73867136,133.27430000
-99.71819136,124.57650000
-99.69771136,120.22770000
-99.67723136,111.52990000
-99.65675136,107.18100000
-99.63627136,107.18100000
-99.61579136,102.83210000
-99.59531136,102.83210000
-99.57483136,98.48322000
-99.55435136,98.48322000
-99.53387136,102.83210000
-99.51339136,102.83210000
-99.49291136,107.18100000
-99.47243136,111.52990000
-99.45195136,120.22770000
-99.43147136,120.22770000
-99.41099136,128.92540000
-99.39051136,137.62320000
-99.37003136,141.95680000
-99.34955136,150.65460000
-99.32907136,155.00350000
-99.30859137,163.70130000
-99.28811137,168.05020000
-99.26763137,172.39900000
-99.24715137,181.09680000
-99.22667137,185.44570000
-99.20619137,189.79460000
-99.18571137,194.14350000
-99.16523137,198.49240000
-99.14475137,202.84120000
-99.12427137,202.84120000
-99.10379137,202.84120000
-99.08331137,202.84120000
-99.06283137,198.49240000
-99.04235137,198.49240000
-99.02187137,189.79460000
-99.00139137,189.79460000
-98.98091137,185.44570000
-98.96043137,176.74790000
-98.93995137,172.39900000
-98.91947137,168.05020000
-98.89899137,159.35240000
-98.87851137,155.00350000
-98.85803137,146.30570000
-98.83755137,141.95680000
-98.81707137,137.62320000
-98.79659137,133.27430000
-98.77611137,120.22770000
-98.75563137,120.22770000
-98.73515137,115.87880000
-98.71467137,111.52990000
-98.69419137,107.18100000
-98.67371137,102.83210000
-98.65323137,102.83210000
-98.63275137,98.48322000
-98.61227137,98.48322000
-98.59179137,98.48322000
-98.57131137,102.83210000
-98.55083137,102.83210000
-98.53035137,102.83210000
-98.50987137,102.83210000
-98.48939137,111.52990000
-98.46891137,115.87880000
-98.44843137,120.22770000
-98.42795137,120.22770000
-98.40747137,128.92540000
-98.38699137,133.27430000
-98.36651137,137.62320000
-98.34603137,146.30570000
-98.32555137,150.65460000
-98.30507137,159.35240000
-98.28459137,163.70130000
-98.26411137,168.05020000
-98.24363137,172.39900000
-98.22315137,176.74790000
-98.20267137,185.44570000
-98.18219137,189.79460000
-98.16171137,189.79460000
-98.14123137,198.49240000
-98.12075137,198.49240000
-98.10027137,202.84120000
-98.07979137,202.84120000
-98.05931137,202.84120000
-98.03883137,202.84120000
-98.01835137,202.84120000
-97.99787137,198.49240000
-97.97739137,198.49240000
-97.95691137,198.49240000
-97.93643137,189.79460000
-97.91595137,189.79460000
-97.89547137,185.44570000
-97.87499137,181.09680000
-97.85451137,176.74790000
-97.83403137,172.39900000
-97.81355137,168.05020000
-97.79307137,159.35240000
-97.77259137,155.00350000
-97.75211137,150.65460000
-97.73163137,146.30570000
-97.71115137,137.62320000
-97.69067137,137.62320000
-97.67019138,133.27430000
-97.64971138,124.57650000
-97.62923138,120.22770000
-97.60875138,115.87880000
-97.58827138,115.87880000
-97.56779138,111.52990000
-97.54731138,107.18100000
-97.52683138,102.83210000
-97.50635138,102.83210000
-97.48587138,98.48322000
-97.46539138,98.48322000
-97.44491138,98.48322000
-97.42443138,98.48322000
-97.40395138,98.48322000
-97.38347138,98.48322000
-97.36299138,98.48322000
-97.34251138,102.83210000
-97.32203138,102.83210000
-97.30155138,102.83210000
-97.28107138,107.18100000
-97.26059138,107.18100000
-97.24011138,115.87880000
-97.21963138,115.87880000
-97.19915138,120.22770000
-97.17867138,124.57650000
-97.15819138,128.92540000
-97.13771138,137.62320000
-97.11723138,137.62320000
-97.09675138,141.95680000
-97.07627138,146.30570000
-97.05579138,150.65460000
-97.03531138,155.00350000
-97.01483138,159.35240000
-96.99435138,168.05020000
-96.97387138,172.39900000
-96.95339138,172.39900000
-96.93291138,176.74790000
-96.91243138,181.09680000
-96.89195138,185.44570000
-96.87147138,189.79460000
-96.85099138,189.79460000
-96.83051138,194.14350000
-96.81003138,198.49240000
-96.78955138,198.49240000
-96.76907138,202.84120000
-96.74859138,202.84120000
-96.72811138,202.84120000
-96.70763138,207.19010000
-96.68715138,202.84120000
-96.66667138,207.19010000
-96.64619138,202.84120000
-96.62571138,202.84120000
-96.60523138,202.84120000
-96.58475138,198.49240000
-96.56427138,198.49240000
-96.54379138,198.49240000
-96.52331138,189.79460000
-96.50283138,189.79460000
-96.48235138,189.79460000
-96.46187138,185.44570000
-96.44139138,181.09680000
-96.42091138,176.74790000
-96.40043138,176.74790000
-96.37995138,172.39900000
-96.35947138,168.05020000
-96.33899138,163.70130000
-96.31851138,159.35240000
-96.29803138,155.00350000
-96.27755138,155.00350000
-96.25707138,150.65460000
-96.23659138,141.95680000
-96.21611138,137.62320000
-96.19563138,137.62320000
-96.17515138,133.27430000
-96.15467138,128.92540000
-96.13419138,128.92540000
-96.11371138,124.57650000
-96.09323138,120.22770000
-96.07275138,120.22770000
-96.05227138,115.87880000
-96.03179139,111.52990000
-96.01131139,107.18100000
